professor_name,prof_gender_finalized,department_name_clean,department_domain,star_rating,star_rating_category,comments,comments_original,comments_scrubbed,comments_original_neg,comments_scrubbed_neg
Phillip  Gould,male,Engineering,STEM,1.5,poor,This professor will deliberately set the final exam\'s questions tough to give low grades to students inorder to prove the management that he is a very strict and good professor.,professor deliberately set final exam question tough low grade student inorder prove management he very strict good professor,professor deliberately set final exam question tough low grade student inorder prove management very strict good professor,professor deliberately set final exam question tough low grade student inorder prove management he very strict good professor,professor deliberately set final exam question tough low grade student inorder prove management very strict good professor
Phillip  Gould,male,Engineering,STEM,1.5,poor,Lecture mainly consists of him mindlessly reading his own terribly written text book with references to Timoshenko peppered in far too often.,lecture mainly consist him mindlessly read his terribly write text book reference timoshenko pepper far too,lecture mainly consist mindlessly read terribly write text book reference timoshenko pepper far too,lecture mainly consist him mindlessly read his terribly write text book reference timoshenko pepper far too,lecture mainly consist mindlessly read terribly write text book reference timoshenko pepper far too
Andrew  Kalafut,male,Computer Science,STEM,1.5,poor,not helpful,not helpful,not helpful,not NEG_helpful,not NEG_helpful
Charlie (charlene)  Plyler,female,Nursing,STEM,2.3,poor,"She targets at least one student per clinical rotation to fail. That student can\'t do anything right, no matter what. She\'s HORRIBLE",she target student clinical rotation fail student not right no matter she horrible,target student clinical rotation fail student not right no matter horrible,she target student clinical rotation fail student not NEG_right no NEG_matter she horrible,target student clinical rotation fail student not NEG_right no NEG_matter horrible
Charlie (charlene)  Plyler,female,Nursing,STEM,2.3,poor,"Charlie has a great sense of humor, but if you have her for clinical, don\'t get on her bad side...she will target you and fail you.",charlie great sense humor her clinical not her bad sideshe target fail,charlie great sense humor clinical not bad sideshe target fail,charlie great sense humor her clinical not NEG_her bad sideshe target fail,charlie great sense humor clinical not NEG_bad sideshe target fail
Ken  Peterson,male,Chemistry,STEM,2.3,poor,hes a very awesome instructor ilike him so far wat u get on the preview is copyright to wat u get on the tests he lets u use flash cards which id awesome i would take him for 131 if only he taught.,he very awesome instructor ilike him so far wat u preview copyright wat u test he let u use flash card id awesome him 131 he teach,very awesome instructor ilike so far wat u preview copyright wat u test let u use flash card id awesome 131 teach,he very awesome instructor ilike him so far wat u preview copyright wat u test he let u use flash card id awesome him 131 he teach,very awesome instructor ilike so far wat u preview copyright wat u test let u use flash card id awesome 131 teach
Ken  Peterson,male,Chemistry,STEM,2.3,poor,"I felt this teacher was nice and easy, and he\'ll drop one test if needed",felt teacher nice easy he drop test need,felt teacher nice easy drop test need,felt teacher nice easy he drop test need,felt teacher nice easy drop test need
Ken  Peterson,male,Chemistry,STEM,2.3,poor,Learned absolutely NOTHING. He didn\'t care about our class when none of us understood his teaching style. He just continued rambling on.,learn absolutely he do not care class understand his teach style he just continue ramble,learn absolutely do not care class understand teach style just continue ramble,learn absolutely he do not NEG_care class understand his teach style he just continue ramble,learn absolutely do not NEG_care class understand teach style just continue ramble
Ken  Peterson,male,Chemistry,STEM,2.3,poor,"He is a very useless teacher. He expects us to automatically understand everything he is talking about and we have to teach ourselves all of the material. If someone tries to ask him a simple question, he will cut you off and get very red and flustered. Waste of my time and money, I learned nothing whatsoever. Disappointment.",he very useless teacher he expect automatically understand he talk teach material try ask him simple question he cut very red fluster waste time money learn whatsoever disappointment,very useless teacher expect automatically understand talk teach material try ask simple question cut very red fluster waste time money learn whatsoever disappointment,he very useless teacher he expect automatically understand he talk teach material try ask him simple question he cut very red fluster waste time money learn whatsoever disappointment,very useless teacher expect automatically understand talk teach material try ask simple question cut very red fluster waste time money learn whatsoever disappointment
Ken  Peterson,male,Chemistry,STEM,2.3,poor,You cant ask questions. He expects that you already know what hes talking about. He talks a lot about the history of stuff instead of the actual stuff we are learning. He is very excited about chemistry but needs to relize we are trying to learn this crap. If we already knew it then we wouldnt be in the class.,ask question he expect know he talk he talk lot history stuff instead actual stuff learn he very excite chemistry need relize try learn crap know wouldnt class,ask question expect know talk talk lot history stuff instead actual stuff learn very excite chemistry need relize try learn crap know wouldnt class,ask question he expect know he talk he talk lot history stuff instead actual stuff learn he very excite chemistry need relize try learn crap know wouldnt class,ask question expect know talk talk lot history stuff instead actual stuff learn very excite chemistry need relize try learn crap know wouldnt class
Ken  Peterson,male,Chemistry,STEM,2.3,poor,"Wow, where do I start... DO NOT try to ask questions during his class he will just cut you off and tell you he doesn\'t have time to answer anything. He does teach like we should already know it all, not helpful for those of us that do really ""Get it"" anyway. I wish I had someone different...",wow start not try ask question his class he just cut tell he do not time answer he do teach like know not helpful really wish different,wow start not try ask question class just cut tell do not time answer do teach like know not helpful really wish different,wow start not NEG_try ask question his class he just cut tell he do not NEG_time answer he do teach like know not NEG_helpful really wish different,wow start not NEG_try ask question class just cut tell do not NEG_time answer do teach like know not NEG_helpful really wish different
Ken  Peterson,male,Chemistry,STEM,2.3,poor,"Ahh, Mr. Peterson, bless his heart. He\'s been teaching chemistry for 47 years, most of them high school. This info is old hat to him, so he teaches it just as he understands it, not through the eyes of chem virgins. Lets you use notes on quizzes, tests, etc. Gives plenty of hand-outs that can be used on tests and the final too. Just do the work!",ahh mr peterson bless his heart he teach chemistry 47 year high school info old hat him so he teach just he understand not eye chem virgin let use note quiz test give plenty handout use test final too just work,ahh mr peterson bless heart teach chemistry 47 year high school info old hat so teach just understand not eye chem virgin let use note quiz test give plenty handout use test final too just work,ahh mr peterson bless his heart he teach chemistry 47 year high school info old hat him so he teach just he understand not NEG_eye chem virgin let use note quiz test give plenty handout use test final too just work,ahh mr peterson bless heart teach chemistry 47 year high school info old hat so teach just understand not NEG_eye chem virgin let use note quiz test give plenty handout use test final too just work
Ken  Peterson,male,Chemistry,STEM,2.3,poor,"He may be a little scattered sometimes seems a little dyslexic but I think that\'s all in his excitement of the topic. Everything on the weekly quizzes was covered by lecture and your problem sets. He allowed 3x5 note cards for the quiz. He\'s not a nit picky grader, if you at least completely attempted to do everything he gave you full credit.",he little scatter little dyslexic think his excitement topic weekly quiz cover lecture problem set he allow 3x5 note card quiz he not nit picky grader completely attempt he give credit,little scatter little dyslexic think excitement topic weekly quiz cover lecture problem set allow 3x5 note card quiz not nit picky grader completely attempt give credit,he little scatter little dyslexic think his excitement topic weekly quiz cover lecture problem set he allow 3x5 note card quiz he not NEG_nit picky grader completely attempt he give credit,little scatter little dyslexic think excitement topic weekly quiz cover lecture problem set allow 3x5 note card quiz not NEG_nit picky grader completely attempt give credit
Ken  Peterson,male,Chemistry,STEM,2.3,poor,"Holy crap!!!his class is freaking bored everyday. Most of the time you will never understand what he is talking about. However, his quizs are pretty easy tho and he gives us some extra creadit too.",holy craphis class freak bore everyday time never understand he talk his quiz pretty easy tho he give extra creadit too,holy craphis class freak bore everyday time never understand talk quiz pretty easy tho give extra creadit too,holy craphis class freak bore everyday time never NEG_understand he talk his quiz pretty easy tho he give extra creadit too,holy craphis class freak bore everyday time never NEG_understand talk quiz pretty easy tho give extra creadit too
Ken  Peterson,male,Chemistry,STEM,2.3,poor,"holy cow! he\'s easy if you\'ve had chem before, but if you\'re not familiar with the materials, look out. he makes no sense at all. and for the final, there was stuff on the study sheet and test that had not been addressed in class or in the book. i even pointed this out and was told that anyone who didn\'t come looking for help was ""out of luck""",holy cow he easy chem not familiar material look he make no sense final stuff study sheet test not address class book point tell do not come look help luck,holy cow easy chem not familiar material look make no sense final stuff study sheet test not address class book point tell do not come look help luck,holy cow he easy chem not NEG_familiar material look he make no NEG_sense final stuff study sheet test not NEG_address class book point tell do not NEG_come look help luck,holy cow easy chem not NEG_familiar material look make no NEG_sense final stuff study sheet test not NEG_address class book point tell do not NEG_come look help luck
Ken  Peterson,male,Chemistry,STEM,2.3,poor,"Everything the person before me said. Also, if you are taking this course as a nursing prerequisite it will be VERY hard to get a good grade, no matter how hard you study. This teacher is very disorganized, and out of touch.",person say take course nurse prerequisite very hard good grade no matter hard study teacher very disorganize touch,person say take course nurse prerequisite very hard good grade no matter hard study teacher very disorganize touch,person say take course nurse prerequisite very hard good grade no NEG_matter hard study teacher very disorganize touch,person say take course nurse prerequisite very hard good grade no NEG_matter hard study teacher very disorganize touch
Ken  Peterson,male,Chemistry,STEM,2.3,poor,"I would never recommend him to anyone as a teacher. He is nice, however, he doesn\'t cover what he tests us on in class. Isn\'t available during office hours, is an extremely hard grader. He doesn\'t offer any study guides and really doesn\'t clarify what\'s going to be on his tests. He doesn\'t follow through with teaching aids he said he would provide.",never recommend him teacher he nice he do not cover he test class not available office hour extremely hard grader he do not offer study guide really do not clarify go his test he do not follow teach aid he say he provide,never recommend teacher nice do not cover test class not available office hour extremely hard grader do not offer study guide really do not clarify go test do not follow teach aid say provide,never NEG_recommend him teacher he nice he do not NEG_cover he test class not NEG_available office hour extremely hard grader he do not NEG_offer study guide really do not NEG_clarify go his test he do not NEG_follow teach aid he say he provide,never NEG_recommend teacher nice do not NEG_cover test class not NEG_available office hour extremely hard grader do not NEG_offer study guide really do not NEG_clarify go test do not NEG_follow teach aid say provide
Chris  Johnston,male,Mathematics,STEM,2.3,poor,His lecture is helpful. Test are all fundamental questions. He is nice.,his lecture helpful test fundamental question he nice,lecture helpful test fundamental question nice,his lecture helpful test fundamental question he nice,lecture helpful test fundamental question nice
Chris  Johnston,male,Mathematics,STEM,2.3,poor,I do not recommend taking this professor unless you\'re good at teaching yourself math. If anyone asks a question he answers it with an annoyed tone and makes you feel dumb for not understanding or knowing the answer.,not recommend take professor unless good teach math ask question he answer annoy tone make feel dumb not understand know answer,not recommend take professor unless good teach math ask question answer annoy tone make feel dumb not understand know answer,not NEG_recommend take professor unless good teach math ask question he answer annoy tone make feel dumb not NEG_understand know answer,not NEG_recommend take professor unless good teach math ask question answer annoy tone make feel dumb not NEG_understand know answer
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"Johnston is a very smart professor. He knows what he is talking about when he teaches. But oftentimes he skips the basic steps you need & will go straight into examples expecting you to pick up on the steps required. However, the examples he uses in class are very similar to his exam questions so it\'s important to take notes & attend lecture.",johnston very smart professor he know he talk he teach oftentimes he skip basic step need straight example expect pick step require example he use class very similar his exam question so important note attend lecture,johnston very smart professor know talk teach oftentimes skip basic step need straight example expect pick step require example use class very similar exam question so important note attend lecture,johnston very smart professor he know he talk he teach oftentimes he skip basic step need straight example expect pick step require example he use class very similar his exam question so important note attend lecture,johnston very smart professor know talk teach oftentimes skip basic step need straight example expect pick step require example use class very similar exam question so important note attend lecture
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"HE IS TERRIBLE. He doesn\'t teach and is very inconsistent with every situation. Do not try and argue with him, because he will hold it against your grade. TERRIBLE TERRIBLE TERRIBLE. The whole class is stupid and hard, only because he doesn\'t know how to teach the material.",he terrible he do not teach very inconsistent situation not try argue him he hold grade terrible terrible terrible class stupid hard he do not know teach material,terrible do not teach very inconsistent situation not try argue hold grade terrible terrible terrible class stupid hard do not know teach material,he terrible he do not NEG_teach very inconsistent situation not NEG_try argue him he hold grade terrible terrible terrible class stupid hard he do not NEG_know teach material,terrible do not NEG_teach very inconsistent situation not NEG_try argue hold grade terrible terrible terrible class stupid hard do not NEG_know teach material
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"Johnston\'s class was my hardest on my schedule but I had to take it and get through it. He is a great guy and funny, yet is very strange. You have to really pay attention and take notes the entire class. I studied a lot for each test.",johnston class hardest schedule he great guy funny very strange really pay attention note entire class study lot test,johnston class hardest schedule great funny very strange really pay attention note entire class study lot test,johnston class hardest schedule he great guy funny very strange really pay attention note entire class study lot test,johnston class hardest schedule great funny very strange really pay attention note entire class study lot test
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"He is a formal teacher. He teaches material well, but isn\'t likely to help you with any submissions you\'ll be graded on. He is a stickler for proper mathematical notation, for good reason. He strikes a good balance between reviewing the textbook and explaining. (you will benefit a lot by reading before the lecture, but can survive without)",he formal teacher he teach material not likely help submission grade he stickler proper mathematical notation good reason he strike good balance review textbook explain benefit lot read lecture survive without,formal teacher teach material not likely help submission grade stickler proper mathematical notation good reason strike good balance review textbook explain benefit lot read lecture survive without,he formal teacher he teach material not NEG_likely help submission grade he stickler proper mathematical notation good reason he strike good balance review textbook explain benefit lot read lecture survive without,formal teacher teach material not NEG_likely help submission grade stickler proper mathematical notation good reason strike good balance review textbook explain benefit lot read lecture survive without
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"Took him for Calc2 and Natural Stats. He is a great lecturer, does not kill you with assignments, has reasonable tests. I never went to him for help, so I\'m not sure how helpful he is. You don\'t need to show up to Natural Stats, it\'s an easy A, but with Calc 2 you should of course show up and be ready to do some work.",take him calc2 natural stats he great lecturer do not kill assignment reasonable test never go him help so not sure helpful he not need natural stats easy calc 2 course ready work,take calc2 natural stats great lecturer do not kill assignment reasonable test never go help so not sure helpful not need natural stats easy calc 2 course ready work,take him calc2 natural stats he great lecturer do not NEG_kill assignment reasonable test never NEG_go him help so not NEG_sure helpful he not NEG_need natural stats easy calc 2 course ready work,take calc2 natural stats great lecturer do not NEG_kill assignment reasonable test never NEG_go help so not NEG_sure helpful not NEG_need natural stats easy calc 2 course ready work
Chris  Johnston,male,Mathematics,STEM,2.3,poor,I took Johnston for Calc I and Stats and he is a pretty good professor. He expects students in his class to pay attention and be respectful so make sure you don\'t goof around when you are in class. He is very helpful if you go to his office hours but his tests are tough. Make sure that you understand how he wants you do each problem.,take johnston calc stats he pretty good professor he expect student his class pay attention respectful so make sure not goof class he very helpful his office hour his test tough make sure understand he want problem,take johnston calc stats pretty good professor expect student class pay attention respectful so make sure not goof class very helpful office hour test tough make sure understand want problem,take johnston calc stats he pretty good professor he expect student his class pay attention respectful so make sure not NEG_goof class he very helpful his office hour his test tough make sure understand he want problem,take johnston calc stats pretty good professor expect student class pay attention respectful so make sure not NEG_goof class very helpful office hour test tough make sure understand want problem
Chris  Johnston,male,Mathematics,STEM,2.3,poor,His lessons are very unclear and confusing. He can\'t articulate his thoughts well or in complete sentences at all. He\'s not very friendly and thinks he knows everything and makes you feel inferior and stupid. Worst teacher I\'ve ever had my entire life.,his lesson very unclear confuse he not articulate his thought complete sentence he not very friendly think he know make feel inferior stupid worst teacher entire life,lesson very unclear confuse not articulate thought complete sentence not very friendly think know make feel inferior stupid worst teacher entire life,his lesson very unclear confuse he not NEG_articulate his thought complete sentence he not NEG_very friendly think he know make feel inferior stupid worst teacher entire life,lesson very unclear confuse not NEG_articulate thought complete sentence not NEG_very friendly think know make feel inferior stupid worst teacher entire life
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"I got the 3rd highest grade in the class. When I asked about the low grades, he said I was doing fine and ""the curve will handle it"". 12 math/comp sci majors will have to repeat the course. For another class, he refused to hand back graded work. His examples did not follow book very well.",get 3rd highest grade class ask low grade he say do fine curve handle 12 mathcomp sci major repeat course class he refuse hand grade work his example do not follow book very,get 3rd highest grade class ask low grade say do fine curve handle 12 mathcomp sci major repeat course class refuse hand grade work example do not follow book very,get 3rd highest grade class ask low grade he say do fine curve handle 12 mathcomp sci major repeat course class he refuse hand grade work his example do not NEG_follow book very,get 3rd highest grade class ask low grade say do fine curve handle 12 mathcomp sci major repeat course class refuse hand grade work example do not NEG_follow book very
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"If you can, do NOT take a class with Chris Johnston. Not only was it difficult to begin with, the way he teaches is very confusing. He makes you feel as if you should just drop out of college & work at a fast food restaurant. Do not ask questions in class. As boring as it may be, pay attention in the class and print out the notes.",not class chris johnston not difficult begin way he teach very confuse he make feel just drop college work fast food restaurant not ask question class bore pay attention class print note,not class chris johnston not difficult begin way teach very confuse make feel just drop college work fast food restaurant not ask question class bore pay attention class print note,not NEG_class chris johnston not NEG_difficult begin way he teach very confuse he make feel just drop college work fast food restaurant not NEG_ask question class bore pay attention class print note,not NEG_class chris johnston not NEG_difficult begin way teach very confuse make feel just drop college work fast food restaurant not NEG_ask question class bore pay attention class print note
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"Very confusing. I consider myself good at math and he would confuse me on things I already knew how to do. Despite this, his class was easy. He offers lots of ways to help you get an A.",very confuse consider good math he confuse thing know despite his class easy he offer lot way help,very confuse consider good math confuse thing know despite class easy offer lot way help,very confuse consider good math he confuse thing know despite his class easy he offer lot way help,very confuse consider good math confuse thing know despite class easy offer lot way help
Chris  Johnston,male,Mathematics,STEM,2.3,poor,The class will be very difficult if you have not previously taken a Calculus 1 course. He does not explain concepts well but just does problems on the board and expects students to follow. He is also not very happy to answer the questions that are asked in class. If it helps he is really funny!,class very difficult not previously take calculus 1 course he do not explain concept just do problem board expect student follow he not very happy answer question ask class help he really funny,class very difficult not previously take calculus 1 course do not explain concept just do problem board expect student follow not very happy answer question ask class help really funny,class very difficult not NEG_previously take calculus 1 course he do not NEG_explain concept just do problem board expect student follow he not NEG_very happy answer question ask class help he really funny,class very difficult not NEG_previously take calculus 1 course do not NEG_explain concept just do problem board expect student follow not NEG_very happy answer question ask class help really funny
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"Worst professor ever. Do not ever take a class with him...Just overall the worst teacher I have ever had. You might pass if you are good at learning on your own, if not then I wouldn\'t suggest taking him. Absolutely terrible.",worst professor not class himjust overall worst teacher pas good learn not not suggest take him absolutely terrible,worst professor not class himjust overall worst teacher pas good learn not not suggest take absolutely terrible,worst professor not NEG_class himjust overall worst teacher pas good learn not NEG_not suggest take him absolutely terrible,worst professor not NEG_class himjust overall worst teacher pas good learn not NEG_not suggest take absolutely terrible
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"He is a great teacher as long as long as you are respectful and show that you are trying. He is available at any time to go over any questions that you have. All you have to do is show up to his office and he will help. Mr Feeny in present time, definitely.",he great teacher long long respectful try he available time question his office he help mr feeny present time definitely,great teacher long long respectful try available time question office help mr feeny present time definitely,he great teacher long long respectful try he available time question his office he help mr feeny present time definitely,great teacher long long respectful try available time question office help mr feeny present time definitely
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"Best professor I have ever had. Difficult, yes. Helpful, definitely. Will take any time out of his day to make you a better student and help you understand the material, but not just giving you the answers. For Boy Meets World fans, he is a modern day Mr. Feeny. Nobody has helped me like he has. Don\'t be so quick to judge him...",best professor difficult yes helpful definitely time his day make better student help understand material not just give answer boy meet world fan he modern day mr feeny help like he not so quick judge him,best professor difficult yes helpful definitely time day make better student help understand material not just give answer boy meet world fan modern day mr feeny help like not so quick judge,best professor difficult yes helpful definitely time his day make better student help understand material not NEG_just give answer boy meet world fan he modern day mr feeny help like he not NEG_so quick judge him,best professor difficult yes helpful definitely time day make better student help understand material not NEG_just give answer boy meet world fan modern day mr feeny help like not NEG_so quick judge
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"Absolutely worst teacher I have ever had. My answers are exactly the same as another students and I ended up getting half the points. He doesn\'t teach anything, just writes examples on the board and is extremely unhelpful when you go to seek help! He is so egotistical too, and makes you feel so inferior!",absolutely worst teacher answer exactly student end get half point he do not teach just write example board extremely unhelpful seek help he so egotistical too make feel so inferior,absolutely worst teacher answer exactly student end get half point do not teach just write example board extremely unhelpful seek help so egotistical too make feel so inferior,absolutely worst teacher answer exactly student end get half point he do not NEG_teach just write example board extremely unhelpful seek help he so egotistical too make feel so inferior,absolutely worst teacher answer exactly student end get half point do not NEG_teach just write example board extremely unhelpful seek help so egotistical too make feel so inferior
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"The most frustrating part is that this class should be quite manageable and the material close to easy, but because of his horrid teaching methods that over complicate things, I am FAILING. I am a good student. I prepare with the given material. Yet his tests hardly resemble the test prep. AVOID TAKING A COURSE WITH CHRIST JOHNSTON",frustrate class quite manageable material close easy his horrid teach method complicate thing fail good student prepare give material his test hardly resemble test prep avoid take course christ johnston,frustrate class quite manageable material close easy horrid teach method complicate thing fail good student prepare give material test hardly resemble test prep avoid take course christ johnston,frustrate class quite manageable material close easy his horrid teach method complicate thing fail good student prepare give material his test hardly resemble test prep avoid take course christ johnston,frustrate class quite manageable material close easy horrid teach method complicate thing fail good student prepare give material test hardly resemble test prep avoid take course christ johnston
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"BASIC STATS: Intelligent professor; very knowledgeable with course material. Lax on attendance, but no compassion if grade slips due to lack of attendance. Most homework is optional (not graded). Semi-willing to help. For the most part, expect to work pretty hard, spend lots of time in the text on your own...and probably earn a B",basic stats intelligent professor very knowledgeable course material lax attendance no compassion grade slip lack attendance homework optional not grade semiwilling help expect work pretty hard spend lot time text ownand probably earn b,basic stats intelligent professor very knowledgeable course material lax attendance no compassion grade slip lack attendance homework optional not grade semiwilling help expect work pretty hard spend lot time text ownand probably earn b,basic stats intelligent professor very knowledgeable course material lax attendance no NEG_compassion grade slip lack attendance homework optional not NEG_grade semiwilling help expect work pretty hard spend lot time text ownand probably earn b,basic stats intelligent professor very knowledgeable course material lax attendance no NEG_compassion grade slip lack attendance homework optional not NEG_grade semiwilling help expect work pretty hard spend lot time text ownand probably earn b
Chris  Johnston,male,Mathematics,STEM,2.3,poor,"This teacher is the worst teacher I have ever had. He doesnt even know how to teach, he is the most confusing professor I have had at this school. He doesnt help you at all, and gets angry when you ask him questions. Do not take a class with this teacher.",teacher worst teacher he doesnt know teach he confuse professor school he doesnt help get angry ask him question not class teacher,teacher worst teacher doesnt know teach confuse professor school doesnt help get angry ask question not class teacher,teacher worst teacher he doesnt know teach he confuse professor school he doesnt help get angry ask him question not NEG_class teacher,teacher worst teacher doesnt know teach confuse professor school doesnt help get angry ask question not NEG_class teacher
Charles  Eaton,male,Science,STEM,1.8,poor,"This professor is the worst professor I\'ve had. He hates questions, even if it\'s something you\'ve never gone over. There will be questions on the test you\'ve never seen. If you take this professor prepare to work extremely hard just to make a C.",professor worst professor he hat question never go question test never see professor prepare work extremely hard just make c,professor worst professor hat question never go question test never see professor prepare work extremely hard just make c,professor worst professor he hat question never NEG_go question test never NEG_see professor prepare work extremely hard just make c,professor worst professor hat question never NEG_go question test never NEG_see professor prepare work extremely hard just make c
