professor_name,prof_gender_finalized,department_name_clean,department_domain,star_rating,star_rating_category,comments,comments_original,comments_scrubbed,comments_original_neg,comments_scrubbed_neg
Russel  Schreck,male,Business,Humanities,3.3,average,"He is a very informative person, many years of experience, but he is NOT an effective educator. You will have a hard time taking notes in his class because he only puts slides up(full slides of notes) for 30 seconds. His classic response to criticism is ""that\'s your problem not mine""",he very informative person year experience he not effective educator hard time take note his class he put slide upfull slide note 30 second his classic response criticism problem not,very informative person year experience not effective educator hard time take note class put slide upfull slide note 30 second classic response criticism problem not,he very informative person year experience he not NEG_effective educator hard time take note his class he put slide upfull slide note 30 second his classic response criticism problem not,very informative person year experience not NEG_effective educator hard time take note class put slide upfull slide note 30 second classic response criticism problem not
Russel  Schreck,male,Business,Humanities,3.3,average,AWFUL PROFESSOR! Knows a lot about business because of experience but cannot teach! Extremely hard to understand and goes way to fast on his power point slides. No one would pass his test and he doesn\'t respond to emails if you have any questions. The homework is online and doesn\'t relate to the class at all!!!!,awful professor know lot business experience not teach extremely hard understand go way fast his power point slide no pas his test he do not respond email question homework online do not relate class,awful professor know lot business experience not teach extremely hard understand go way fast power point slide no pas test do not respond email question homework online do not relate class,awful professor know lot business experience not NEG_teach extremely hard understand go way fast his power point slide no NEG_pas his test he do not NEG_respond email question homework online do not NEG_relate class,awful professor know lot business experience not NEG_teach extremely hard understand go way fast power point slide no NEG_pas test do not NEG_respond email question homework online do not NEG_relate class
Russel  Schreck,male,Business,Humanities,3.3,average,He may be hard to listen to if you are in the back of class but when you talk with him 1 on 1 he is one of the greatest business men of his time. He knows his stuff and is willing to share his knowledge with you if you just ask. He offered me an internship just because i asked him about his business. Truly a great professor.,he hard listen class talk him 1 1 he greatest business men his time he know his stuff will share his knowledge just ask he offer internship just ask him his business truly great professor,hard listen class talk 1 1 greatest business men time know stuff will share knowledge just ask offer internship just ask business truly great professor,he hard listen class talk him 1 1 he greatest business men his time he know his stuff will share his knowledge just ask he offer internship just ask him his business truly great professor,hard listen class talk 1 1 greatest business men time know stuff will share knowledge just ask offer internship just ask business truly great professor
Russel  Schreck,male,Business,Humanities,3.3,average,"He is a nice guy with a ton of real-world business experience. However, he is a TERRIBLE professor, homework does not even closely resemble what we talk about in class, nor does it show up on the tests. Not many people even came close to passing the tests. His lectures are VERY difficult to understand, and most of the time ended in confusion.",he nice guy ton realworld business experience he terrible professor homework do not closely resemble talk class nor do test not people come close pas test his lecture very difficult understand time end confusion,nice ton realworld business experience terrible professor homework do not closely resemble talk class nor do test not people come close pas test lecture very difficult understand time end confusion,he nice guy ton realworld business experience he terrible professor homework do not NEG_closely resemble talk class nor NEG_do test not NEG_people come close pas test his lecture very difficult understand time end confusion,nice ton realworld business experience terrible professor homework do not NEG_closely resemble talk class nor NEG_do test not NEG_people come close pas test lecture very difficult understand time end confusion
Russel  Schreck,male,Business,Humanities,3.3,average,"A professor for the ages. He has many years experience in the business world. He opens my mind to move beyond the parameters of the subject,",professor age he year experience business world he open mind parameter subject,professor age year experience business world open mind parameter subject,professor age he year experience business world he open mind parameter subject,professor age year experience business world open mind parameter subject
Russel  Schreck,male,Business,Humanities,3.3,average,Awesome is the only word to describe him and his teaching.,awesome word him his teach,awesome word teach,awesome word him his teach,awesome word teach
Robert  Tovar,male,Law Enforcement,Humanities,2.5,average,"takes to long to grade work, not clear on what he wants can get confusing, midterms 14 essays total which is a lot and final 4 0r 5 essays. Will take points off if you do not give your opinion on work he wanted research and cited ridiculous. Will not take again.",take long grade work not clear he want confuse midterm 14 essay total lot final 4 0r 5 essay point not opinion work he want research cite ridiculous not,take long grade work not clear want confuse midterm 14 essay total lot final 4 0r 5 essay point not opinion work want research cite ridiculous not,take long grade work not NEG_clear he want confuse midterm 14 essay total lot final 4 0r 5 essay point not NEG_opinion work he want research cite ridiculous not,take long grade work not NEG_clear want confuse midterm 14 essay total lot final 4 0r 5 essay point not NEG_opinion work want research cite ridiculous not
Robert  Tovar,male,Law Enforcement,Humanities,2.5,average,"Worst Professor at AMU! DO NOT TAKE HIS COURSE! He teaches with a stale and boring approach. Never an encouraging word to say about your assignments, even if you are a straight A-student! Is slow to open tests and assignments, takes forever to grade, not fun to work with.",worst professor amu not his course he teach stale bore approach never encourage word say assignment straight astudent slow open test assignment take forever grade not fun work,worst professor amu not course teach stale bore approach never encourage word say assignment straight astudent slow open test assignment take forever grade not fun work,worst professor amu not NEG_his course he teach stale bore approach never NEG_encourage word say assignment straight astudent slow open test assignment take forever grade not NEG_fun work,worst professor amu not NEG_course teach stale bore approach never NEG_encourage word say assignment straight astudent slow open test assignment take forever grade not NEG_fun work
Robert  Tovar,male,Law Enforcement,Humanities,2.5,average,"Professor Tovar requires a lot of writing. He\'s not really critical of your writing and grades it fairly easy as long as you do it. However, it takes FOREVER to get your grades. In the class I took his exams were actually writing assignments.",professor tovar require lot write he not really critical write grade fairly easy long take forever grade class take his exam actually write assignment,professor tovar require lot write not really critical write grade fairly easy long take forever grade class take exam actually write assignment,professor tovar require lot write he not NEG_really critical write grade fairly easy long take forever grade class take his exam actually write assignment,professor tovar require lot write not NEG_really critical write grade fairly easy long take forever grade class take exam actually write assignment
Robert  Tovar,male,Law Enforcement,Humanities,2.5,average,"His personal experiences added greatly to the course materials. He was a fair but rather hard instructor. He made students work for their grades, which is good!",his personal experience add greatly course material he fair hard instructor he student work grade good,personal experience add greatly course material fair hard instructor student work grade good,his personal experience add greatly course material he fair hard instructor he student work grade good,personal experience add greatly course material fair hard instructor student work grade good
Robert  Tovar,male,Law Enforcement,Humanities,2.5,average,"Assignments were often unclear and contained their fair share of grammar and spelling errors. Very hands off as an instructor. I had signed up for the same class but under a different professor. When I entered the class for the first time, it was Prof. Tovar. I decided to give it a chance rather than withdraw. I\'m sorry I did.",assignment unclear contain fair share grammar spell error very hand instructor sign class different professor enter class time prof tovar decide chance withdraw sorry do,assignment unclear contain fair share grammar spell error very hand instructor sign class different professor enter class time prof tovar decide chance withdraw sorry do,assignment unclear contain fair share grammar spell error very hand instructor sign class different professor enter class time prof tovar decide chance withdraw sorry do,assignment unclear contain fair share grammar spell error very hand instructor sign class different professor enter class time prof tovar decide chance withdraw sorry do
Robert  Tovar,male,Law Enforcement,Humanities,2.5,average,Mr. Tovar was extremely helpful in his teaching style and usually had significant responses to coursework posted weekly. I had no issues with this instructor. The class is writing intensive and very involved. I would recommend his class for those interested in his style of teaching.,mr tovar extremely helpful his teach style usually significant response coursework post weekly no issue instructor class write intensive very involve recommend his class interest his style teach,mr tovar extremely helpful teach style usually significant response coursework post weekly no issue instructor class write intensive very involve recommend class interest style teach,mr tovar extremely helpful his teach style usually significant response coursework post weekly no NEG_issue instructor class write intensive very involve recommend his class interest his style teach,mr tovar extremely helpful teach style usually significant response coursework post weekly no NEG_issue instructor class write intensive very involve recommend class interest style teach
Robert  Tovar,male,Law Enforcement,Humanities,2.5,average,"While I did make a good grade in this class, and it was relatively easy, I agree with the other reviewers here, lots of typos, to focused on situations where I found interrogation to be useless.",do make good grade class relatively easy agree reviewer lot typo focus situation interrogation useless,do make good grade class relatively easy agree reviewer lot typo focus situation interrogation useless,do make good grade class relatively easy agree reviewer lot typo focus situation interrogation useless,do make good grade class relatively easy agree reviewer lot typo focus situation interrogation useless
Robert  Tovar,male,Law Enforcement,Humanities,2.5,average,"I agree with the other review. This professor hard tons on typos, gave grades on instructions he did not give you, and compared your work to the other students in the class. Horrible professor in general, plus it took over 2 weeks to get my grads after submitting as assignment.",agree review professor hard ton typo give grade instruction he do not compare work student class horrible professor general plus take 2 week grad submit assignment,agree review professor hard ton typo give grade instruction do not compare work student class horrible professor general plus take 2 week grad submit assignment,agree review professor hard ton typo give grade instruction he do not NEG_compare work student class horrible professor general plus take 2 week grad submit assignment,agree review professor hard ton typo give grade instruction do not NEG_compare work student class horrible professor general plus take 2 week grad submit assignment
Robert  Tovar,male,Law Enforcement,Humanities,2.5,average,"The course and the professor were easy going. Chose the professor because of their BIO but disappointed by their constant typos, incomprehensible instructions, and tardiness with grades. Didn\'t learn as much as I would have liked to, put more effort into this class than others and still feel I ended up without proper knowledge.",course professor easy go choose professor bio disappoint constant typo incomprehensible instruction tardiness grade do not learn like effort class feel end without proper knowledge,course professor easy go choose professor bio disappoint constant typo incomprehensible instruction tardiness grade do not learn like effort class feel end without proper knowledge,course professor easy go choose professor bio disappoint constant typo incomprehensible instruction tardiness grade do not NEG_learn like effort class feel end without NEG_proper knowledge,course professor easy go choose professor bio disappoint constant typo incomprehensible instruction tardiness grade do not NEG_learn like effort class feel end without NEG_proper knowledge
Jessica  Crews,female,Economics,Humanities,2.7,average,Not a very structured class.,not very structure class,not very structure class,not NEG_very structure class,not NEG_very structure class
Jessica  Crews,female,Economics,Humanities,2.7,average,I would not recommend anyone to take this class unless you like presenting things in front of class and doing A LOT of work. Only good thing about class is there usually isn\'t any on Friday. Very very hard class.,not recommend class unless like present thing class do lot work good thing class usually not friday very very hard class,not recommend class unless like present thing class do lot work good thing class usually not friday very very hard class,not NEG_recommend class unless like present thing class do lot work good thing class usually not NEG_friday very very hard class,not NEG_recommend class unless like present thing class do lot work good thing class usually not NEG_friday very very hard class
Jessica  Crews,female,Economics,Humanities,2.7,average,"She usually cancels class on Fridays, which is nice, but the tests are super hard because they are made by the book company and not her. Two assignments a week, which are usually pretty annoying but a lot of them are really time-consuming.",she usually cancel class friday nice test super hard book company not her assignment week usually pretty annoy lot really timeconsuming,usually cancel class friday nice test super hard book company not assignment week usually pretty annoy lot really timeconsuming,she usually cancel class friday nice test super hard book company not NEG_her assignment week usually pretty annoy lot really timeconsuming,usually cancel class friday nice test super hard book company not NEG_assignment week usually pretty annoy lot really timeconsuming
Jessica  Crews,female,Economics,Humanities,2.7,average,"Miss Crews\' class was hard, but it\'s supposed to be hard - it\'s econ. She gives you hard tests, but there is a lot of easy home work to help out your grade. She was always very helpful to me.",miss crew class hard suppose hard econ she give hard test lot easy home work help grade she very helpful,miss crew class hard suppose hard econ give hard test lot easy home work help grade very helpful,miss crew class hard suppose hard econ she give hard test lot easy home work help grade she very helpful,miss crew class hard suppose hard econ give hard test lot easy home work help grade very helpful
Jessica  Crews,female,Economics,Humanities,2.7,average,"Online Class, she wil keep you busy. Not an impossible class, but will take time if you want at least a B. The test are hard but you do other work that is easy to make up for hard test.",online class she wil busy not impossible class time want b test hard work easy make hard test,online class wil busy not impossible class time want b test hard work easy make hard test,online class she wil busy not NEG_impossible class time want b test hard work easy make hard test,online class wil busy not NEG_impossible class time want b test hard work easy make hard test
Jessica  Crews,female,Economics,Humanities,2.7,average,Worst teacher i have ever had. I actually liked Econ 201 and I got in this class and absolutely hated it just because of her. She is rude and calls you out in class for no reason. She was suppose to curve all of our tests and our final but I dont think that ever happened.,worst teacher actually like econ 201 get class absolutely hat just her she rude call class no reason she suppose curve test final dont think happen,worst teacher actually like econ 201 get class absolutely hat just rude call class no reason suppose curve test final dont think happen,worst teacher actually like econ 201 get class absolutely hat just her she rude call class no NEG_reason she suppose curve test final dont think happen,worst teacher actually like econ 201 get class absolutely hat just rude call class no NEG_reason suppose curve test final dont think happen
Jessica  Crews,female,Economics,Humanities,2.7,average,"DO NOT TAKE JESSICA CREWS!! If she is your only option, take Econ somewhere else or wait unitl the next semester if possible. I somehow made it out with a B..but i dont know how!! That class was crazy hard! Just plain ridiculous! Im in Chemistry now and its nowhere near as hard! I took Econ 201 with Figgins...easy A!!! She was a hateful a$$!!",not jessica crew she option econ wait unitl semester possible bbut dont know class crazy hard just plain ridiculous im chemistry near hard take econ 201 figginseasy she hateful,not jessica crew option econ wait unitl semester possible bbut dont know class crazy hard just plain ridiculous im chemistry near hard take econ 201 figginseasy hateful,not NEG_jessica crew she option econ wait unitl semester possible bbut dont know class crazy hard just plain ridiculous im chemistry near hard take econ 201 figginseasy she hateful,not NEG_jessica crew option econ wait unitl semester possible bbut dont know class crazy hard just plain ridiculous im chemistry near hard take econ 201 figginseasy hateful
Barbara  Greim,female,Languages,Humanities,2.5,average,"Really easy teacher. She is really nice, and a fun teacher, but she is not the best teacher and she is really easy. I like her a lot though. Last semester i got 90 extra credit points when the total points for the class was 450. Thats a lot of extra credit! I reccomend if you want to get an easy grade, but have fun and learn some german.",really easy teacher she really nice fun teacher she not best teacher she really easy like her lot semester get 90 extra credit point total point class 450 thats lot extra credit reccomend want easy grade fun learn german,really easy teacher really nice fun teacher not best teacher really easy like lot semester get 90 extra credit point total point class 450 thats lot extra credit reccomend want easy grade fun learn german,really easy teacher she really nice fun teacher she not NEG_best teacher she really easy like her lot semester get 90 extra credit point total point class 450 thats lot extra credit reccomend want easy grade fun learn german,really easy teacher really nice fun teacher not NEG_best teacher really easy like lot semester get 90 extra credit point total point class 450 thats lot extra credit reccomend want easy grade fun learn german
Jill  Barris,female,English,Humanities,2.5,average,"This is by far, the least professor I have enjoyed having. Her class is so boring, hard, and she is not clear on her assignments. She seems uninterested in answering questions and not to mention she makes her students to read her material (her job). I dropped this class as soon as the 1st session was over.",far professor enjoy have her class so bore hard she not clear her assignment she uninterested answer question not mention she make her student read her material her job drop class soon 1st session,far professor enjoy have class so bore hard not clear assignment uninterested answer question not mention make student read material job drop class soon 1st session,far professor enjoy have her class so bore hard she not NEG_clear her assignment she uninterested answer question not NEG_mention she make her student read her material her job drop class soon 1st session,far professor enjoy have class so bore hard not NEG_clear assignment uninterested answer question not NEG_mention make student read material job drop class soon 1st session
Jill  Barris,female,English,Humanities,2.5,average,Took this professor back in 2011 and she was very unclear with everything and a very hard grader. I didn\'t like her very much. We had a journal every week and had about 4 essays the entire semester. I would look elsewhere for another english professor.,take professor 2011 she very unclear very hard grader do not like her very journal week 4 essay entire semester look english professor,take professor 2011 very unclear very hard grader do not like very journal week 4 essay entire semester look english professor,take professor 2011 she very unclear very hard grader do not NEG_like her very journal week 4 essay entire semester look english professor,take professor 2011 very unclear very hard grader do not NEG_like very journal week 4 essay entire semester look english professor
Jill  Barris,female,English,Humanities,2.5,average,"This professor is not clear on what she wants done. She won\'t reply to your messages until a week after. You have to teach a lesson because she ""doesn\'t want to do it all herself""",professor not clear she want she not reply message week teach lesson she do not want,professor not clear want not reply message week teach lesson do not want,professor not NEG_clear she want she not NEG_reply message week teach lesson she do not NEG_want,professor not NEG_clear want not NEG_reply message week teach lesson do not NEG_want
Jill  Barris,female,English,Humanities,2.5,average,Funny and helpful. This is a comp class not a grammar class. Shr is always available durimg office hours. Read and write assignments on time and you will shine,funny helpful comp class not grammar class shr available durimg office hour read write assignment time shine,funny helpful comp class not grammar class shr available durimg office hour read write assignment time shine,funny helpful comp class not NEG_grammar class shr available durimg office hour read write assignment time shine,funny helpful comp class not NEG_grammar class shr available durimg office hour read write assignment time shine
Jill  Barris,female,English,Humanities,2.5,average,you use something called turnitin.com and she\'s very slow at giving feed back on your work so you don\'t really know how you\'re doing i dropped the class because of that.,use call turnitincom she very slow give fee work so not really know do drop class,use call turnitincom very slow give fee work so not really know do drop class,use call turnitincom she very slow give fee work so not NEG_really know do drop class,use call turnitincom very slow give fee work so not NEG_really know do drop class
Jill  Barris,female,English,Humanities,2.5,average,Do NOT take this teacher !!! She\'s confusing and unorganized!!! Do NOT waist your money or time with her !!!,not teacher she confuse unorganized not waist money time her,not teacher confuse unorganized not waist money time,not NEG_teacher she confuse unorganized not NEG_waist money time her,not NEG_teacher confuse unorganized not NEG_waist money time
Jill  Barris,female,English,Humanities,2.5,average,"GIVES A LOT OF ASSIGNMENTS DO NOT RECOMEND HER IF YOU DO NOT LIKE TWR ESSAYS, AT TIMES SHE IS RUDE AND NEVER EXPLANES THE ESSAYS WE HAVE TO DO. SHE MAKES YOU DO A LOT OF JOURNALS AND YOU HAVE TO READ SEVERAL STORIES (READ THEM ON TIME)TWO RESEARCH PAPERS ABOUT 6-10 PAGES LONG WITH ANNOTATED BIBLIOGRAPHY DO NOT WAIST YOUR TIME AND MONEY IF YOUR LAZY",give lot assignment not recomend her not like twr essay time she rude never explanes essay she make lot journal read story read timetwo research paper 610 page long annotate bibliography not waist time money lazy,give lot assignment not recomend not like twr essay time rude never explanes essay make lot journal read story read timetwo research paper 610 page long annotate bibliography not waist time money lazy,give lot assignment not NEG_recomend her not NEG_like twr essay time she rude never NEG_explanes essay she make lot journal read story read timetwo research paper 610 page long annotate bibliography not NEG_waist time money lazy,give lot assignment not NEG_recomend not NEG_like twr essay time rude never NEG_explanes essay make lot journal read story read timetwo research paper 610 page long annotate bibliography not NEG_waist time money lazy
Jill  Barris,female,English,Humanities,2.5,average,"This is ENGLISH class, so watch your grammar and spelling -- that is where you lose points in grades. You will learn how to write an essay, especially an argument essay. Very useful for future classes.",english class so watch grammar spell lose point grade learn write essay especially argument essay very useful future class,english class so watch grammar spell lose point grade learn write essay especially argument essay very useful future class,english class so watch grammar spell lose point grade learn write essay especially argument essay very useful future class,english class so watch grammar spell lose point grade learn write essay especially argument essay very useful future class
