professor_name,prof_gender_finalized,department_name_clean,department_domain,star_rating,star_rating_category,comments,comments_original,comments_scrubbed,comments_original_neg,comments_scrubbed_neg
Margaret  Hammer,female,Science,STEM,4.8,good,"She\'s a sweetheart. Her class is fun, enjoyable, and infromative!",she sweetheart her class fun enjoyable infromative,sweetheart class fun enjoyable infromative,she sweetheart her class fun enjoyable infromative,sweetheart class fun enjoyable infromative
Jason  Bennett,male,Chemistry,STEM,4.5,good,Enjoyed having him this semester,enjoy have him semester,enjoy have semester,enjoy have him semester,enjoy have semester
Jason  Bennett,male,Chemistry,STEM,4.5,good,Loved him and his lectures!,love him his lecture,love lecture,love him his lecture,love lecture
Jason  Bennett,male,Chemistry,STEM,4.5,good,This guy is a complete G. He explains what needs to be explained and if you need help then he\'ll help you. Besides those two things this guy actually seems to have personality besides just being a professor. He\'s cool and funny and that makes chem a lot more fun to learn.,guy complete g he explain need explain need help he help thing guy actually personality just professor he cool funny make chem lot fun learn,complete g explain need explain need help help thing actually personality just professor cool funny make chem lot fun learn,guy complete g he explain need explain need help he help thing guy actually personality just professor he cool funny make chem lot fun learn,complete g explain need explain need help help thing actually personality just professor cool funny make chem lot fun learn
Jason  Bennett,male,Chemistry,STEM,4.5,good,"Really tough content, really good professor! His powerpoints were organized with a lot of examples. He lists more textbook examples, but the book is not necessary. You do need a clicker to answer questions in class. Not a lot of opportunities for points besides exams, so take advantage of every point offered! Definitely recommend!",really tough content really good professor his powerpoints organize lot example he list textbook example book not necessary need clicker answer question class not lot opportunity point exam so advantage point offer definitely recommend,really tough content really good professor powerpoints organize lot example list textbook example book not necessary need clicker answer question class not lot opportunity point exam so advantage point offer definitely recommend,really tough content really good professor his powerpoints organize lot example he list textbook example book not NEG_necessary need clicker answer question class not NEG_lot opportunity point exam so advantage point offer definitely recommend,really tough content really good professor powerpoints organize lot example list textbook example book not NEG_necessary need clicker answer question class not NEG_lot opportunity point exam so advantage point offer definitely recommend
Jason  Bennett,male,Chemistry,STEM,4.5,good,"Dr. Bennett is very understanding if you\'re willing to put in the time by going to his office hours and asking questions. He gives review packets out before each exam that resemble exam questions. If you\'re close on a grade, he will bump you. I went in not knowing much chemistry other than 110 and left knowing a lot more. He\'s a great guy.",dr bennett very understand will time go his office hour ask question he give review packet exam resemble exam question close grade he bump go not know chemistry 110 leave know lot he great guy,dr bennett very understand will time go office hour ask question give review packet exam resemble exam question close grade bump go not know chemistry 110 leave know lot great,dr bennett very understand will time go his office hour ask question he give review packet exam resemble exam question close grade he bump go not NEG_know chemistry 110 leave know lot he great guy,dr bennett very understand will time go office hour ask question give review packet exam resemble exam question close grade bump go not NEG_know chemistry 110 leave know lot great
Jason  Bennett,male,Chemistry,STEM,4.5,good,Great teacher. Provided homework that was very relevant and closely resembled exam questions.,great teacher provide homework very relevant closely resemble exam question,great teacher provide homework very relevant closely resemble exam question,great teacher provide homework very relevant closely resemble exam question,great teacher provide homework very relevant closely resemble exam question
Jason  Bennett,male,Chemistry,STEM,4.5,good,"Arrogant and condescending. Don\'t expect your questions to be answered in a way that makes you feel confident. Not a great teacher, but a relatively easy grader. Can\'t say enough how condescending he is.",arrogant condescend not expect question answer way make feel confident not great teacher relatively easy grader not say condescend he,arrogant condescend not expect question answer way make feel confident not great teacher relatively easy grader not say condescend,arrogant condescend not NEG_expect question answer way make feel confident not NEG_great teacher relatively easy grader not NEG_say condescend he,arrogant condescend not NEG_expect question answer way make feel confident not NEG_great teacher relatively easy grader not NEG_say condescend
Jason  Bennett,male,Chemistry,STEM,4.5,good,Very hard class however bennet is very nice and better than most of the other chemistry professors at behrend,very hard class bennet very nice better chemistry professor behrend,very hard class bennet very nice better chemistry professor behrend,very hard class bennet very nice better chemistry professor behrend,very hard class bennet very nice better chemistry professor behrend
Jason  Bennett,male,Chemistry,STEM,4.5,good,Good teacher. Hard class.,good teacher hard class,good teacher hard class,good teacher hard class,good teacher hard class
Jason  Bennett,male,Chemistry,STEM,4.5,good,"Very helpful, great teacher, doesn\'t take off stupid points... however points them out for you to correct next time",very helpful great teacher do not stupid point point correct time,very helpful great teacher do not stupid point point correct time,very helpful great teacher do not NEG_stupid point point correct time,very helpful great teacher do not NEG_stupid point point correct time
Jason  Bennett,male,Chemistry,STEM,4.5,good,"Very willing to help, funny, passionate about his subject matter. Advisable to do the problems presented at the beginning of each chapter.",very will help funny passionate his subject matter advisable problem present begin chapter,very will help funny passionate subject matter advisable problem present begin chapter,very will help funny passionate his subject matter advisable problem present begin chapter,very will help funny passionate subject matter advisable problem present begin chapter
Ali  Hyder,male,Computer Science,STEM,4.8,good,He passed away =(.. innalillahi wa inna ilahi rajiun.. he was the MOST flexible professor i have ever met.He cared for his students :) we all will miss you prof hyder ali =( RIP prof Ali.,he pas away innalillahi wa inna ilahi rajiun he flexible professor methe care his student miss prof hyder ali rip prof ali,pas away innalillahi wa inna ilahi rajiun flexible professor methe care student miss prof hyder ali rip prof ali,he pas away innalillahi wa inna ilahi rajiun he flexible professor methe care his student miss prof hyder ali rip prof ali,pas away innalillahi wa inna ilahi rajiun flexible professor methe care student miss prof hyder ali rip prof ali
Ali  Hyder,male,Computer Science,STEM,4.8,good,He was the best proffesor that I ever had,he best proffesor,best proffesor,he best proffesor,best proffesor
Ali  Hyder,male,Computer Science,STEM,4.8,good,Damn I have never seen a flexible professor like him. Whatever student ask he is agree. You ask for extension in the project he ll give u as much as u want. But want the things done perfectly. Perfection matters Attendance is mandatory. Really emphasis on project. Dont try to disappoint him and the whole class ll get benefit. Good explaining skill,damn never see flexible professor like him student ask he agree ask extension project he ll u u want want thing perfectly perfection matter attendance mandatory really emphasis project dont try disappoint him class ll benefit good explain skill,damn never see flexible professor like student ask agree ask extension project ll u u want want thing perfectly perfection matter attendance mandatory really emphasis project dont try disappoint class ll benefit good explain skill,damn never NEG_see flexible professor like him student ask he agree ask extension project he ll u u want want thing perfectly perfection matter attendance mandatory really emphasis project dont try disappoint him class ll benefit good explain skill,damn never NEG_see flexible professor like student ask agree ask extension project ll u u want want thing perfectly perfection matter attendance mandatory really emphasis project dont try disappoint class ll benefit good explain skill
Barbara  Deloatch,female,Nursing,STEM,3.7346534653465344,good,,,,,
Barbara  Deloatch,female,Nursing,STEM,3.802298850574713,good,No Comments,no comment,no comment,no NEG_comment,no NEG_comment
Nita  Leighton,female,Electronics,STEM,4.2,good,Ms. Leighton is very friendly and actively works to ensure that the class understands the subject material. It was rare that I had a difficult time grasping the concept of many of the codes and standards that we would go over. The way the class was presented was also very helpful as everyone is required to participate and speak.,m leighton very friendly actively work ensure class understand subject material rare difficult time grasp concept cod standard way class present very helpful require participate speak,leighton very friendly actively work ensure class understand subject material rare difficult time grasp concept cod standard way class present very helpful require participate speak,m leighton very friendly actively work ensure class understand subject material rare difficult time grasp concept cod standard way class present very helpful require participate speak,leighton very friendly actively work ensure class understand subject material rare difficult time grasp concept cod standard way class present very helpful require participate speak
Nita  Leighton,female,Electronics,STEM,4.2,good,This class was great!!!!!!!,class great,class great,class great,class great
Nita  Leighton,female,Electronics,STEM,4.2,good,Overall great teacher!,overall great teacher,overall great teacher,overall great teacher,overall great teacher
Nita  Leighton,female,Electronics,STEM,4.2,good,"Mrs. Leighton is a tough but fair teacher. She has everything well prepared and you know right wats expected of you. OSHA is a dry subject, but she makes it interesting with research projects and reports. Participation earns you points, if you take advantage of it. Nobody can hide in this class. She calls it active learning. We like her.",mr leighton tough fair teacher she prepare know right wats expect osha dry subject she make interest research project report participation earn point advantage hide class she call active learn like her,mr leighton tough fair teacher prepare know right wats expect osha dry subject make interest research project report participation earn point advantage hide class call active learn like,mr leighton tough fair teacher she prepare know right wats expect osha dry subject she make interest research project report participation earn point advantage hide class she call active learn like her,mr leighton tough fair teacher prepare know right wats expect osha dry subject make interest research project report participation earn point advantage hide class call active learn like
Nita  Leighton,female,Electronics,STEM,4.2,good,"As an Electronics professor, Ms. Leighton lectures in plain, easily understood language. She uses color powerpoints that illuminate the subject of Multisim CAD and Ultiboard Printed Circuit Board design. She is obviously artistic, and a technical expert. What is great is that she makes you better too, and does not talk down to you--encouraging.",electronics professor m leighton lecture plain easily understand language she use color powerpoints illuminate subject multisim cad ultiboard print circuit board design she obviously artistic technical expert great she make better too do not talk youencouraging,electronics professor leighton lecture plain easily understand language use color powerpoints illuminate subject multisim cad ultiboard print circuit board design obviously artistic technical expert great make better too do not talk youencouraging,electronics professor m leighton lecture plain easily understand language she use color powerpoints illuminate subject multisim cad ultiboard print circuit board design she obviously artistic technical expert great she make better too do not NEG_talk youencouraging,electronics professor leighton lecture plain easily understand language use color powerpoints illuminate subject multisim cad ultiboard print circuit board design obviously artistic technical expert great make better too do not NEG_talk youencouraging
Nita  Leighton,female,Electronics,STEM,4.2,good,"Excellent teacher, best I ever had, very interesting and challenging, unlike the Department Chair, who has us do ridiculous assignments, over and over and over. But, Ms. Leighton has us actually study great architecture around the world--this is why I wanted to be an architect, in the first place",excellent teacher best very interest challenge unlike department chair ridiculous assignment m leighton actually study great architecture worldthis want architect place,excellent teacher best very interest challenge unlike department chair ridiculous assignment leighton actually study great architecture worldthis want architect place,excellent teacher best very interest challenge unlike department chair ridiculous assignment m leighton actually study great architecture worldthis want architect place,excellent teacher best very interest challenge unlike department chair ridiculous assignment leighton actually study great architecture worldthis want architect place
Nita  Leighton,female,Electronics,STEM,4.2,good,Just confusing did not seem to understand her own assignments. Her assistant provided more help.,just confuse do not understand her assignment her assistant provide help,just confuse do not understand assignment assistant provide help,just confuse do not NEG_understand her assignment her assistant provide help,just confuse do not NEG_understand assignment assistant provide help
Nita  Leighton,female,Electronics,STEM,4.2,good,Ms. Leighton is my favorite Architecture teacher of any school I every attended--simply the BEST!!!,m leighton favorite architecture teacher school attendedsimply best,leighton favorite architecture teacher school attendedsimply best,m leighton favorite architecture teacher school attendedsimply best,leighton favorite architecture teacher school attendedsimply best
Janice  Holm,female,Nutrition,STEM,3.802298850574713,good,No Comments,no comment,no comment,no NEG_comment,no NEG_comment
Susan  Roos,female,Mathematics,STEM,3.6,good,She is the best!!! She will care about you guys! She will give any explanation and she is a very clear Professor!,she best she care guy she explanation she very clear professor,best care explanation very clear professor,she best she care guy she explanation she very clear professor,best care explanation very clear professor
Susan  Roos,female,Mathematics,STEM,3.6,good,"she is very patient, and she will give you all the details if you don\'t understand, definitely will take her class again,",she very patient she detail not understand definitely her class,very patient detail not understand definitely class,she very patient she detail not NEG_understand definitely her class,very patient detail not NEG_understand definitely class
Susan  Roos,female,Mathematics,STEM,3.6,good,"She is a very good professor, she gives us 4 exams and 1 final, each test includes bonus questions. Make sure you go to class every single time and make a good note, do your homework, you definitely have a good grade.",she very good professor she give 4 exam 1 final test include bonus question make sure class single time make good note homework definitely good grade,very good professor give 4 exam 1 final test include bonus question make sure class single time make good note homework definitely good grade,she very good professor she give 4 exam 1 final test include bonus question make sure class single time make good note homework definitely good grade,very good professor give 4 exam 1 final test include bonus question make sure class single time make good note homework definitely good grade
Susan  Roos,female,Mathematics,STEM,3.6,good,Prof Roos has clear and organized way of teaching her class. the classwork is used as study/ review sheets for future exams. shes approachable but your work has to be organized in order for her to help you.,prof roos clear organize way teach her class classwork use study review sheet future exam shes approachable work organize order her help,prof roos clear organize way teach class classwork use study review sheet future exam approachable work organize order help,prof roos clear organize way teach her class classwork use study review sheet future exam shes approachable work organize order her help,prof roos clear organize way teach class classwork use study review sheet future exam approachable work organize order help
Susan  Roos,female,Mathematics,STEM,3.6,good,"She was good. All she wants is for everyone to pass her class. If you ask questions, she\'ll gladly answer them, but not with elementary math, because she thinks you should know it by now. Theres a bunch of homework on MyMathLab, but that\'s not cuz of her, she doesn\'t assign them. Overall she explain every very well, you just need to pay attention.",she good she want pas her class ask question she gladly answer not elementary math she think know there bunch homework mymathlab not cuz her she do not assign overall she explain very just need pay attention,good want pas class ask question gladly answer not elementary math think know there bunch homework mymathlab not cuz do not assign overall explain very just need pay attention,she good she want pas her class ask question she gladly answer not NEG_elementary math she think know there bunch homework mymathlab not NEG_cuz her she do not NEG_assign overall she explain very just need pay attention,good want pas class ask question gladly answer not NEG_elementary math think know there bunch homework mymathlab not NEG_cuz do not NEG_assign overall explain very just need pay attention
Susan  Roos,female,Mathematics,STEM,3.6,good,I look this class last year and trust me you would not want this prof. Nuff said,look class year trust not want prof nuff say,look class year trust not want prof nuff say,look class year trust not NEG_want prof nuff say,look class year trust not NEG_want prof nuff say
Susan  Roos,female,Mathematics,STEM,3.6,good,"Being someone who struggled with math ever since junior high, I thought that math in college was going to be a nightmare. and with this prof. , boy was I right. She moves very quick and then forces you to do around 10 problems on a blank paper and you have to show all your work. she constantly hovers around you and if you aren\'t good at math .GL!",struggle math junior high think math college go nightmare prof boy right she move very quick force 10 problem blank paper work she constantly hover not good math gl,struggle math junior high think math college go nightmare prof boy right move very quick force 10 problem blank paper work constantly hover not good math gl,struggle math junior high think math college go nightmare prof boy right she move very quick force 10 problem blank paper work she constantly hover not NEG_good math gl,struggle math junior high think math college go nightmare prof boy right move very quick force 10 problem blank paper work constantly hover not NEG_good math gl
Susan  Roos,female,Mathematics,STEM,3.6,good,"She\'s a real great professor for regular fall and spring semesters but DON\'T take her for summer school, she is not going to try explain anything more than once and it is all on you and precious math lab! If you take her for sumer school, might as well just donate that money somewhere or spend it on yourself. Also a hard grader!",she real great professor regular fall spring semester not her summer school she not go try explain precious math lab her sumer school just donate money spend hard grader,real great professor regular fall spring semester not summer school not go try explain precious math lab sumer school just donate money spend hard grader,she real great professor regular fall spring semester not NEG_her summer school she not NEG_go try explain precious math lab her sumer school just donate money spend hard grader,real great professor regular fall spring semester not NEG_summer school not NEG_go try explain precious math lab sumer school just donate money spend hard grader
Susan  Roos,female,Mathematics,STEM,3.6,good,"Prof. Roos is an absolute gem. She makes you work, but is motivating and expects nothing more than for you to do your best. Amazing teacher.",prof roos absolute gem she make work motivate expect best amaze teacher,prof roos absolute gem make work motivate expect best amaze teacher,prof roos absolute gem she make work motivate expect best amaze teacher,prof roos absolute gem make work motivate expect best amaze teacher
Susan  Roos,female,Mathematics,STEM,3.6,good,"Phenomenal, kind professor who really works with you to help you pass and even thrive in her math classes.",phenomenal kind professor really work help pas thrive her math class,phenomenal kind professor really work help pas thrive math class,phenomenal kind professor really work help pas thrive her math class,phenomenal kind professor really work help pas thrive math class
Susan  Roos,female,Mathematics,STEM,3.6,good,"She is a good professor, I think her work plan is very clear cut and straight forward. Which I am sure many of us can appreciate, her classwork necessarily aren\'t the best but their practice, and they help. Tests can range from material that wasn\'t covered properly, nonetheless she is a very good teacher. Knows what she\'s doing and does it well.",she good professor think her work plan very clear cut straight forward sure appreciate her classwork necessarily not best practice help test range material not cover properly nonetheless she very good teacher know she do do,good professor think work plan very clear cut straight forward sure appreciate classwork necessarily not best practice help test range material not cover properly nonetheless very good teacher know do do,she good professor think her work plan very clear cut straight forward sure appreciate her classwork necessarily not NEG_best practice help test range material not NEG_cover properly nonetheless she very good teacher know she do do,good professor think work plan very clear cut straight forward sure appreciate classwork necessarily not NEG_best practice help test range material not NEG_cover properly nonetheless very good teacher know do do
Susan  Roos,female,Mathematics,STEM,3.6,good,"Roos is actually amazing. She can be tough because she won\'t teach ""elementary school"" skills and she moves fast. IF you ask questions, she will go back. Classwork everyday. Homework is a must. Tests aren\'t that bad, she gives review sheets before and drops the lowest test. Go to her tutoring if you need it. You either know it or you don\'t.",roos actually amaze she tough she not teach elementary school skill she move fast ask question she classwork everyday homework test not bad she give review sheet drop lowest test her tutor need know not,roos actually amaze tough not teach elementary school skill move fast ask question classwork everyday homework test not bad give review sheet drop lowest test tutor need know not,roos actually amaze she tough she not NEG_teach elementary school skill she move fast ask question she classwork everyday homework test not NEG_bad she give review sheet drop lowest test her tutor need know not,roos actually amaze tough not NEG_teach elementary school skill move fast ask question classwork everyday homework test not NEG_bad give review sheet drop lowest test tutor need know not
Susan  Roos,female,Mathematics,STEM,3.6,good,"shes a really hard grader. she doesn\'t give no partial credit. Either its right or wrong. If you forget a minus sign then she would mark it wrong and not even give you partial credit. The homework is crazy and she doestn help you, she only critics you. Not a good teacher. Ive had better. My high school teachers were better. shes also not friendly.",shes really hard grader she do not no partial credit right wrong forget minus sign she mark wrong not partial credit homework crazy she doestn help she critic not good teacher ive better high school teacher better shes not friendly,really hard grader do not no partial credit right wrong forget minus sign mark wrong not partial credit homework crazy doestn help critic not good teacher ive better high school teacher better not friendly,shes really hard grader she do not NEG_no partial credit right wrong forget minus sign she mark wrong not NEG_partial credit homework crazy she doestn help she critic not NEG_good teacher ive better high school teacher better shes not NEG_friendly,really hard grader do not NEG_no partial credit right wrong forget minus sign mark wrong not NEG_partial credit homework crazy doestn help critic not NEG_good teacher ive better high school teacher better not NEG_friendly
Susan  Roos,female,Mathematics,STEM,3.6,good,"Multiple tests that are a huge part of your grade, online hw + classwork counts and due every class. must be on top of math homeowrks. you have to do everything to get a good grade. teaching is good and provides reviews for tests. already know algebra well she doesn\'t go over what she thinks you should already know from before. She cares for you",multiple test huge grade online hw classwork count class math homeowrks good grade teach good provide review test know algebra she do not she think know she care,multiple test huge grade online hw classwork count class math homeowrks good grade teach good provide review test know algebra do not think know care,multiple test huge grade online hw classwork count class math homeowrks good grade teach good provide review test know algebra she do not NEG_she think know she care,multiple test huge grade online hw classwork count class math homeowrks good grade teach good provide review test know algebra do not NEG_think know care
Susan  Roos,female,Mathematics,STEM,3.6,good,Professor Roos is the best Math professor I\'ve ever had. She has prepared me for more advanced Math classes very well. She also stays after class to help her students with any problems. Her tests are straightforward and her in class work is not as bad as it seems. Whoever has her for Math101 or any other Math class is quite lucky.,professor roos best math professor she prepare advance math class very she stay class help her student problem her test straightforward her class work not bad her math101 math class quite lucky,professor roos best math professor prepare advance math class very stay class help student problem test straightforward class work not bad math101 math class quite lucky,professor roos best math professor she prepare advance math class very she stay class help her student problem her test straightforward her class work not NEG_bad her math101 math class quite lucky,professor roos best math professor prepare advance math class very stay class help student problem test straightforward class work not NEG_bad math101 math class quite lucky
