professor_name,prof_gender_finalized,department_name_clean,department_domain,star_rating,star_rating_category,comments,comments_original,comments_scrubbed,comments_original_neg,comments_scrubbed_neg
Patricia  Smith,female,Chemistry,STEM,2.8,average,HARD CLASS. she will talk about how easy the test was for her while all the students got C\'s and D\'s. She does give a little extra credit if needed but from what I\'ve heard she\'s one of the hardest chem teachers at HCC.,hard class she talk easy test her student get c d she do little extra credit need hear she hardest chem teacher hcc,hard class talk easy test student get c d do little extra credit need hear hardest chem teacher hcc,hard class she talk easy test her student get c d she do little extra credit need hear she hardest chem teacher hcc,hard class talk easy test student get c d do little extra credit need hear hardest chem teacher hcc
Patricia  Smith,female,Chemistry,STEM,2.8,average,"Tons of material to learn in lecture but overall she\'s great at explaining it. Helped me out with ?\'s after class, gives good study guides for exams & knows her stuff. No major hw just a few ?\'s online per unit. Best of all she gives a nice piece of xtra credit to boost your grade & writes really neat/big on the board so people can actually read it",ton material learn lecture overall she great explain help s class give good study guide exam know her stuff no major hw just s online unit best she give nice piece xtra credit boost grade write really neatbig board so people actually read,ton material learn lecture overall great explain help s class give good study guide exam know stuff no major hw just s online unit best give nice piece xtra credit boost grade write really neatbig board so people actually read,ton material learn lecture overall she great explain help s class give good study guide exam know her stuff no NEG_major hw just s online unit best she give nice piece xtra credit boost grade write really neatbig board so people actually read,ton material learn lecture overall great explain help s class give good study guide exam know stuff no NEG_major hw just s online unit best give nice piece xtra credit boost grade write really neatbig board so people actually read
Patricia  Smith,female,Chemistry,STEM,2.8,average,"This professor is awful!I have a fairly high GPA and have not struggled as much as with this teacher. She is unorganized, confused and not very helpful. She seems willing to help, she just doesn\'t know how to. Chem lab was great, her class- awful!! I dropped her class and will retake with another professor. Should be removed from teaching at HCC!!!",professor awfuli fairly high gpa not struggle teacher she unorganized confuse not very helpful she will help she just do not know chem lab great her class awful drop her class retake professor remove teach hcc,professor awfuli fairly high gpa not struggle teacher unorganized confuse not very helpful will help just do not know chem lab great class awful drop class retake professor remove teach hcc,professor awfuli fairly high gpa not NEG_struggle teacher she unorganized confuse not NEG_very helpful she will help she just do not NEG_know chem lab great her class awful drop her class retake professor remove teach hcc,professor awfuli fairly high gpa not NEG_struggle teacher unorganized confuse not NEG_very helpful will help just do not NEG_know chem lab great class awful drop class retake professor remove teach hcc
Patricia  Smith,female,Chemistry,STEM,2.8,average,"she is really good,but her tests are hard.",she really goodbut her test hard,really goodbut test hard,she really goodbut her test hard,really goodbut test hard
Patricia  Smith,female,Chemistry,STEM,2.8,average,"i wasn\'t done with my comment, i had reached the limit. anyways this is what i was saying . DO A FAVOR TO YOURSELF AND DO NOT EVER TAKE THIS PROFESSOR NO MATTER WHAT. god have mercy on those students who are being torture by Dr. P. Smith.",not comment reach limit anyways say favor not professor no matter god mercy student torture dr p smith,not comment reach limit anyways say favor not professor no matter god mercy student torture dr p smith,not NEG_comment reach limit anyways say favor not NEG_professor no NEG_matter god mercy student torture dr p smith,not NEG_comment reach limit anyways say favor not NEG_professor no NEG_matter god mercy student torture dr p smith
Patricia  Smith,female,Chemistry,STEM,2.8,average,she is one of the worst teachers i\'ve ever had. for the first couple weeks of class its easy but then later as you start getting confused and as the stuff gets harder she starts getting confused too lol. she is one confused teacher. she cannot answer most of your questions. STAY AWAY FROM THIS ONE...DANGER DANGER DANGER!!!!!do a favor to yourself a,she worst teacher couple week class easy later start get confuse stuff get harder she start get confuse too lol she confuse teacher she not answer question stay away onedanger danger dangerdo favor,worst teacher couple week class easy later start get confuse stuff get harder start get confuse too lol confuse teacher not answer question stay away onedanger danger dangerdo favor,she worst teacher couple week class easy later start get confuse stuff get harder she start get confuse too lol she confuse teacher she not NEG_answer question stay away onedanger danger dangerdo favor,worst teacher couple week class easy later start get confuse stuff get harder start get confuse too lol confuse teacher not NEG_answer question stay away onedanger danger dangerdo favor
Patricia  Smith,female,Chemistry,STEM,2.8,average,"Dr. Smith is extremely bad teacher i ever had for CHEM-101 and don\'t ever take her for Chemistry 101. However, she is probably good at labs. She even made so Chemistry harder for her students to understand, no organization what so ever, barely had some office hours for her students, and she needs stop saying, ""Ummm.Ummm...How did she get her PhD?",dr smith extremely bad teacher chem101 not her chemistry 101 she probably good lab she so chemistry harder her student understand no organization so barely office hour her student she need stop say ummmummmhow do she her phd,dr smith extremely bad teacher chem101 not chemistry 101 probably good lab so chemistry harder student understand no organization so barely office hour student need stop say ummmummmhow do phd,dr smith extremely bad teacher chem101 not NEG_her chemistry 101 she probably good lab she so chemistry harder her student understand no NEG_organization so barely office hour her student she need stop say ummmummmhow do she her phd,dr smith extremely bad teacher chem101 not NEG_chemistry 101 probably good lab so chemistry harder student understand no NEG_organization so barely office hour student need stop say ummmummmhow do phd
Ramaswami  Balachandra,male,Environmental Engineering,STEM,3.0,average,He is a really smart prof. Knows his material well. Excellent at explaining what is meant to be taught. You have to attend class as well as read the text to fully understand. Fair exam. I would recommend this prof to everyone.,he really smart prof know his material excellent explain mean teach attend class read text fully understand fair exam recommend prof,really smart prof know material excellent explain mean teach attend class read text fully understand fair exam recommend prof,he really smart prof know his material excellent explain mean teach attend class read text fully understand fair exam recommend prof,really smart prof know material excellent explain mean teach attend class read text fully understand fair exam recommend prof
Ramaswami  Balachandra,male,Environmental Engineering,STEM,3.0,average,"Had him for Thermo in the summer.Good prof, explains things well, but his exams are killer! It\'s like there were things on the exam we didn\'t cover in class. Does NOT provide enough homework problems to cover the material taught in class. I think he\'s a swell guy, it might just be the material he\'s teaching. Just a terrible experience.",him thermo summergood prof explain thing his exam killer like thing exam do not cover class do not provide homework problem cover material teach class think he swell guy just material he teach just terrible experience,thermo summergood prof explain thing exam killer like thing exam do not cover class do not provide homework problem cover material teach class think swell just material teach just terrible experience,him thermo summergood prof explain thing his exam killer like thing exam do not NEG_cover class do not NEG_provide homework problem cover material teach class think he swell guy just material he teach just terrible experience,thermo summergood prof explain thing exam killer like thing exam do not NEG_cover class do not NEG_provide homework problem cover material teach class think swell just material teach just terrible experience
Ramaswami  Balachandra,male,Environmental Engineering,STEM,3.0,average,the prof. is real crap. it is a shame that the university hires such profs.....he diesnt even know how to teach. he comes up in class and says that he\'s not the kind of professor who teaches everything. personally it is a waste of money if you are taking class from him. he is the most useless and worthless professor i have seen in my entire life!!!,prof real crap shame university hire profshe diesnt know teach he come class say he not kind professor teach personally waste money take class him he useless worthless professor see entire life,prof real crap shame university hire profshe diesnt know teach come class say not kind professor teach personally waste money take class useless worthless professor see entire life,prof real crap shame university hire profshe diesnt know teach he come class say he not NEG_kind professor teach personally waste money take class him he useless worthless professor see entire life,prof real crap shame university hire profshe diesnt know teach come class say not NEG_kind professor teach personally waste money take class useless worthless professor see entire life
John  Striggles,male,Biology,STEM,3.0,average,"Biology, nuff said.",biology nuff say,biology nuff say,biology nuff say,biology nuff say
John  Striggles,male,Biology,STEM,3.0,average,"What a joke. This professor turned a biology lab into something way more difficult than it needed to be. Made absolutely no sense when explaining anything. On top of he had no idea what the hell he was talking about. The class overall was easy, but i recommend taking it with somebody who actually knows the material.",joke professor turn biology lab way difficult need absolutely no sense explain he no idea hell he talk class overall easy recommend take somebody actually know material,joke professor turn biology lab way difficult need absolutely no sense explain no idea hell talk class overall easy recommend take somebody actually know material,joke professor turn biology lab way difficult need absolutely no NEG_sense explain he no NEG_idea hell he talk class overall easy recommend take somebody actually know material,joke professor turn biology lab way difficult need absolutely no NEG_sense explain no NEG_idea hell talk class overall easy recommend take somebody actually know material
John  Striggles,male,Biology,STEM,3.0,average,being active in class saved my grade.,active class save grade,active class save grade,active class save grade,active class save grade
John  Striggles,male,Biology,STEM,3.0,average,He was very nice and helpful. Any questions I had he would explain in great detail. As long as you put in an effort and show up for class you will receive a good grade.,he very nice helpful question he explain great long effort class receive good grade,very nice helpful question explain great long effort class receive good grade,he very nice helpful question he explain great long effort class receive good grade,very nice helpful question explain great long effort class receive good grade
John  Striggles,male,Biology,STEM,3.0,average,This class was very useless to me. It is a beginners class but he teaches like a upper level. On a test his curve has to be massive because his test do not even go with the book.Its a class that I did not learn much and question were only answered depending on the person.,class very useless beginner class he teach like upper level test his curve massive his test not bookits class do not learn question answer depend person,class very useless beginner class teach like upper level test curve massive test not bookits class do not learn question answer depend person,class very useless beginner class he teach like upper level test his curve massive his test not NEG_bookits class do not NEG_learn question answer depend person,class very useless beginner class teach like upper level test curve massive test not NEG_bookits class do not NEG_learn question answer depend person
John  Striggles,male,Biology,STEM,3.0,average,This professor has a great personality although his lectures are sometimes hard to understand....but he will clear it up if you ask! If this is a class that you have to take but dread it I recommend this professor!,professor great personality his lecture hard understandbut he clear ask class dread recommend professor,professor great personality lecture hard understandbut clear ask class dread recommend professor,professor great personality his lecture hard understandbut he clear ask class dread recommend professor,professor great personality lecture hard understandbut clear ask class dread recommend professor
John  Striggles,male,Biology,STEM,3.0,average,"This class is a GPA KILLER. Beware. Engineers the tests & grades based on what he thinks you deserve. Curves heavily because very few understand his lectures. When asked for help, states that ""it is not his fault if you can\'t comprehend the material"". Did not give attendance/participation points and group presentation is mandatory not EC as stated.",class gpa killer beware engineer test grade base he think deserve curve heavily very understand his lecture ask help state not his fault not comprehend material do not attendanceparticipation point group presentation mandatory not ec state,class gpa killer beware engineer test grade base think deserve curve heavily very understand lecture ask help state not fault not comprehend material do not attendanceparticipation point group presentation mandatory not ec state,class gpa killer beware engineer test grade base he think deserve curve heavily very understand his lecture ask help state not NEG_his fault not NEG_comprehend material do not NEG_attendanceparticipation point group presentation mandatory not NEG_ec state,class gpa killer beware engineer test grade base think deserve curve heavily very understand lecture ask help state not NEG_fault not NEG_comprehend material do not NEG_attendanceparticipation point group presentation mandatory not NEG_ec state
John  Striggles,male,Biology,STEM,3.0,average,"Appears weird and strict in beginning but actually has a good personality and strives for everyone to pass the class, very intelligent, yet makes it easy to learn!",appear weird strict begin actually good personality strive pas class very intelligent make easy learn,appear weird strict begin actually good personality strive pas class very intelligent make easy learn,appear weird strict begin actually good personality strive pas class very intelligent make easy learn,appear weird strict begin actually good personality strive pas class very intelligent make easy learn
John  Rhodes,male,Mathematics,STEM,3.2,average,"John is awesome. He expects you to read the required section before class. Otherwise, you will be lost. He gives a fair feedback. He makes sure you understand the work. I don\'t understand why people give him a low review. He\'s great. Very nice man too.",john awesome he expect read require section class lose he give fair feedback he make sure understand work not understand people him low review he great very nice man too,john awesome expect read require section class lose give fair feedback make sure understand work not understand people low review great very nice too,john awesome he expect read require section class lose he give fair feedback he make sure understand work not NEG_understand people him low review he great very nice man too,john awesome expect read require section class lose give fair feedback make sure understand work not NEG_understand people low review great very nice too
John  Rhodes,male,Mathematics,STEM,3.2,average,"I like Mr Rhodes as a teacher, he has a real desire to help you understand the material. Although he does expect the student to read the material before class, failing to do so can get you lost in his class. Reading the text before he lectures is a must! But Mr. Rhodes is an enjoyable teacher with a laid back personality and sense of humor!!",like mr rhodes teacher he real desire help understand material he do expect student read material class fail so lose his class read text he lecture mr rhodes enjoyable teacher lay personality sense humor,like mr rhodes teacher real desire help understand material do expect student read material class fail so lose class read text lecture mr rhodes enjoyable teacher lay personality sense humor,like mr rhodes teacher he real desire help understand material he do expect student read material class fail so lose his class read text he lecture mr rhodes enjoyable teacher lay personality sense humor,like mr rhodes teacher real desire help understand material do expect student read material class fail so lose class read text lecture mr rhodes enjoyable teacher lay personality sense humor
Jeffrey  Gray,male,Engineering,STEM,2.9,average,"Nobody denies he has experience. The problem with Dr. Gray is that he gave up on teaching. His lectures are literally just him reading from a PowerPoint presentation where he has copy/pasted paragraphs/images from the book. Rarely, you can see a tiny teaching spark on topics related to his job.. but the learning atmosphere has long been dead.",deny he experience problem dr gray he give teach his lecture literally just him read powerpoint presentation he copypasted paragraphsimages book rarely tiny teach spark topic relate his job learn atmosphere long dead,deny experience problem dr gray give teach lecture literally just read powerpoint presentation copypasted paragraphsimages book rarely tiny teach spark topic relate job learn atmosphere long dead,deny he experience problem dr gray he give teach his lecture literally just him read powerpoint presentation he copypasted paragraphsimages book rarely tiny teach spark topic relate his job learn atmosphere long dead,deny experience problem dr gray give teach lecture literally just read powerpoint presentation copypasted paragraphsimages book rarely tiny teach spark topic relate job learn atmosphere long dead
Jeffrey  Gray,male,Engineering,STEM,2.9,average,"A man like Jeffery Gray only comes around once every century or so. His C++ class was very engaging, challenging, and rewarding. Seeing those words ""Hello World"" appear on the screen for the first time is an experience I\'ll never forget. Dr. Gray provides endless opportunities for you to improve your grades & really shows deep care for his students",man like jeffery gray come century so his c class very engage challenge reward see word hello world appear screen time experience never forget dr gray provide endless opportunity improve grade really show deep care his student,like jeffery gray come century so c class very engage challenge reward see word hello world appear screen time experience never forget dr gray provide endless opportunity improve grade really show deep care student,man like jeffery gray come century so his c class very engage challenge reward see word hello world appear screen time experience never NEG_forget dr gray provide endless opportunity improve grade really show deep care his student,like jeffery gray come century so c class very engage challenge reward see word hello world appear screen time experience never NEG_forget dr gray provide endless opportunity improve grade really show deep care student
Jeffrey  Gray,male,Engineering,STEM,2.9,average,"He told us as a class, not to work problems out of the book because they would just confuse us. So instead he gave us a ""test guide"", it was all equations straight out of the text book which we were told not to use. He never assigned HW or gave example problems so it was impossible to study or prepare for the tests.",he tell class not work problem book just confuse so instead he give test guide equation straight text book tell not use he never assign hw give example problem so impossible study prepare test,tell class not work problem book just confuse so instead give test guide equation straight text book tell not use never assign hw give example problem so impossible study prepare test,he tell class not NEG_work problem book just confuse so instead he give test guide equation straight text book tell not NEG_use he never NEG_assign hw give example problem so impossible study prepare test,tell class not NEG_work problem book just confuse so instead give test guide equation straight text book tell not NEG_use never NEG_assign hw give example problem so impossible study prepare test
Jeffrey  Gray,male,Engineering,STEM,2.9,average,"Horrible professor, all he did was write formulas down out of the book all class with no explanation. Everyone was forced to teach themselves and if you are brave enough to ask him a question be ready for an answer that he will try and embarrass you with in front of the class!",horrible professor he do write formula book class no explanation force teach brave ask him question ready answer he try embarrass class,horrible professor do write formula book class no explanation force teach brave ask question ready answer try embarrass class,horrible professor he do write formula book class no NEG_explanation force teach brave ask him question ready answer he try embarrass class,horrible professor do write formula book class no NEG_explanation force teach brave ask question ready answer try embarrass class
Jeffrey  Gray,male,Engineering,STEM,2.9,average,"If your willing to put in about an hour a day for three days a week of serious studying you will make an A with this guy. Who cares if he dresses funky hes a good guy, pretty funny, and an excellent teacher.",will hour day day week study make guy care he dress funky he good guy pretty funny excellent teacher,will hour day day week study make care dress funky good pretty funny excellent teacher,will hour day day week study make guy care he dress funky he good guy pretty funny excellent teacher,will hour day day week study make care dress funky good pretty funny excellent teacher
Jeffrey  Gray,male,Engineering,STEM,2.9,average,"Take him over the summer, his test are really easy. He knows the subject and is always willing to help you out. Don\'t bother with his look.",him summer his test really easy he know subject will help not bother his look,summer test really easy know subject will help not bother look,him summer his test really easy he know subject will help not NEG_bother his look,summer test really easy know subject will help not NEG_bother look
Jeffrey  Gray,male,Engineering,STEM,2.9,average,"I have no idea what all these bad rating are. I think Dr.G was a great teacher. He\'s kind of funny too. And who cares what he wears! Uno\'s engineering school obviously doesn\'t not require much in fashion. If I had to guess, these ratings are from students he didn\'t like.",no idea bad rat think drg great teacher he kind funny too care he wear unos engineer school obviously do not not require fashion guess rating student he do not like,no idea bad rat think drg great teacher kind funny too care wear unos engineer school obviously do not not require fashion guess rating student do not like,no NEG_idea bad rat think drg great teacher he kind funny too care he wear unos engineer school obviously do not NEG_not require fashion guess rating student he do not NEG_like,no NEG_idea bad rat think drg great teacher kind funny too care wear unos engineer school obviously do not NEG_not require fashion guess rating student do not NEG_like
Jeffrey  Gray,male,Engineering,STEM,2.9,average,"Horrible teacher, I received a B in the class but most of my learning was me teaching myself.",horrible teacher receive b class learn teach,horrible teacher receive b class learn teach,horrible teacher receive b class learn teach,horrible teacher receive b class learn teach
Jeffrey  Gray,male,Engineering,STEM,2.9,average,"Looks homeless...holes in his clothes, long unkempt hair and beard. Doesn\'t teach well...teaches in a way not for you to learn, but for him to feel smarter than you...duh you are a PHD in EE",look homelessholes his clothe long unkempt hair beard do not teach wellteaches way not learn him feel smarter youduh phd ee,look homelessholes clothe long unkempt hair beard do not teach wellteaches way not learn feel smarter youduh phd ee,look homelessholes his clothe long unkempt hair beard do not NEG_teach wellteaches way not NEG_learn him feel smarter youduh phd ee,look homelessholes clothe long unkempt hair beard do not NEG_teach wellteaches way not NEG_learn feel smarter youduh phd ee
Jeffrey  Gray,male,Engineering,STEM,2.9,average,Reads straight from the book word for work. Does not know the subject at all Passes the female students in hopes of getting into their underware. Will fail male students in a heart beat. Looks homeless,read straight book word work do not know subject pas female student hop get underware fail male student heart beat look homeless,read straight book word work do not know subject pas female student hop get underware fail male student heart beat look homeless,read straight book word work do not NEG_know subject pas female student hop get underware fail male student heart beat look homeless,read straight book word work do not NEG_know subject pas female student hop get underware fail male student heart beat look homeless
Paquita  Freire,female,Mathematics,STEM,3.0,average,"Paquita knows the material very well and tries her best to explain it to students who don\'t pay attention as classes aren\'t really reflected on tests. Most test questions are from online homework which is essential to do well in the course along with a good Excel sheet. There is online participation in class, homework, 2 midterms and a final.",paquita know material very try her best explain student not pay attention class not really reflect test test question online homework essential course good excel sheet online participation class homework 2 midterm final,paquita know material very try best explain student not pay attention class not really reflect test test question online homework essential course good excel sheet online participation class homework 2 midterm final,paquita know material very try her best explain student not NEG_pay attention class not NEG_really reflect test test question online homework essential course good excel sheet online participation class homework 2 midterm final,paquita know material very try best explain student not NEG_pay attention class not NEG_really reflect test test question online homework essential course good excel sheet online participation class homework 2 midterm final
Paquita  Freire,female,Mathematics,STEM,3.0,average,I found her a little bit difficult to understand with her accent (though not the worst I\'ve ever had). Lectures were pretty boring and dry but that can be attributed to the subject so it\'s hard to tell. She also had a habit of calling on people and asking for answers which sucked. She was really nice though and always available outside of class,her little bite difficult understand her accent not worst lecture pretty bore dry attribute subject so hard tell she habit call people ask answer suck she really nice available outside class,little bite difficult understand accent not worst lecture pretty bore dry attribute subject so hard tell habit call people ask answer suck really nice available outside class,her little bite difficult understand her accent not NEG_worst lecture pretty bore dry attribute subject so hard tell she habit call people ask answer suck she really nice available outside class,little bite difficult understand accent not NEG_worst lecture pretty bore dry attribute subject so hard tell habit call people ask answer suck really nice available outside class
Paquita  Freire,female,Mathematics,STEM,3.0,average,"Lots of reading and homework. The class is for smart people, with good math. She answers all questions and provides email feedback.",lot read homework class smart people good math she answer question provide email feedback,lot read homework class smart people good math answer question provide email feedback,lot read homework class smart people good math she answer question provide email feedback,lot read homework class smart people good math answer question provide email feedback
Paquita  Freire,female,Mathematics,STEM,3.0,average,Interesting class but difficult. The lectures are well structured and she gives good feedback.,interest class difficult lecture structure she give good feedback,interest class difficult lecture structure give good feedback,interest class difficult lecture structure she give good feedback,interest class difficult lecture structure give good feedback
Paquita  Freire,female,Mathematics,STEM,3.0,average,"Good prof, does not make a big deal of anything, just simple explanations butyou need to be good in math and practice",good prof do not make big deal just simple explanation butyou need good math practice,good prof do not make big deal just simple explanation butyou need good math practice,good prof do not NEG_make big deal just simple explanation butyou need good math practice,good prof do not NEG_make big deal just simple explanation butyou need good math practice
Paquita  Freire,female,Mathematics,STEM,3.0,average,"Difficult class, but I like the style. Very professional and always available",difficult class like style very professional available,difficult class like style very professional available,difficult class like style very professional available,difficult class like style very professional available
Paquita  Freire,female,Mathematics,STEM,3.0,average,"She is very dedicated and hard working, always available and gives concise explanations",she very dedicate hard work available give concise explanation,very dedicate hard work available give concise explanation,she very dedicate hard work available give concise explanation,very dedicate hard work available give concise explanation
Paquita  Freire,female,Mathematics,STEM,3.0,average,"She is always available to help and clearly understands the material, the class is difficult so others get frustrated. She really cares",she available help clearly understand material class difficult so frustrate she really care,available help clearly understand material class difficult so frustrate really care,she available help clearly understand material class difficult so frustrate she really care,available help clearly understand material class difficult so frustrate really care
