professor_name,prof_gender_finalized,department_name_clean,department_domain,star_rating,star_rating_category,comments,comments_original,comments_scrubbed,comments_original_neg,comments_scrubbed_neg
Eric  Sandras,female,Child & Family Studies,Humanities,2.3,poor,Se doen not explain with xamples She also does not like to write on the board. She gives homework alot more then any other teacher teacng the same subject. She wants the students write papers like college graduates. She is really bad teachig. I have her fro second time and 90% of the class is about to drop the class.CFE 104 take with other teache.,se doen not explain xamples she do not like write board she give homework alot teacher teacng subject she want student write paper like college graduate she really bad teachig her fro second time 90 class drop classcfe 104 teache,se doen not explain xamples do not like write board give homework alot teacher teacng subject want student write paper like college graduate really bad teachig fro second time 90 class drop classcfe 104 teache,se doen not NEG_explain xamples she do not NEG_like write board she give homework alot teacher teacng subject she want student write paper like college graduate she really bad teachig her fro second time 90 class drop classcfe 104 teache,se doen not NEG_explain xamples do not NEG_like write board give homework alot teacher teacng subject want student write paper like college graduate really bad teachig fro second time 90 class drop classcfe 104 teache
Craig  Feiser,male,First Amendment,Humanities,1.3,poor,"My view is that he is simply a bad professor, there is nothing more to say about that. I had him for First Amendment.",view he simply bad professor say him amendment,view simply bad professor say amendment,view he simply bad professor say him amendment,view simply bad professor say amendment
Craig  Feiser,male,First Amendment,Humanities,1.3,poor,"Absolutely horrible prof. I agree with other person above. If not the worst, one of the worst profs I have ever had. It\'s dumbfounding that he is still allowed to teach. Hint: Check the test bank b/c he may offer the SAME exact exam as he did the previous two years. Wow, talk about laziness.",absolutely horrible prof agree person not worst worst prof dumbfound he allow teach hint check test bank bc he offer exact exam he do previous year wow talk laziness,absolutely horrible prof agree person not worst worst prof dumbfound allow teach hint check test bank bc offer exact exam do previous year wow talk laziness,absolutely horrible prof agree person not NEG_worst worst prof dumbfound he allow teach hint check test bank bc he offer exact exam he do previous year wow talk laziness,absolutely horrible prof agree person not NEG_worst worst prof dumbfound allow teach hint check test bank bc offer exact exam do previous year wow talk laziness
Craig  Feiser,male,First Amendment,Humanities,1.3,poor,"I had Prof. Feiser for First Amendment. He is definitely one of the worst professors I have had. Take someone who doesn\'t know their subject and then add a rambling, incomprehensible teaching style and that sums him up. HE SHOULD NOT BE TEACHING LAW.",prof feiser amendment he definitely worst professor do not know subject add ramble incomprehensible teach style sum him he not teach law,prof feiser amendment definitely worst professor do not know subject add ramble incomprehensible teach style sum not teach law,prof feiser amendment he definitely worst professor do not NEG_know subject add ramble incomprehensible teach style sum him he not NEG_teach law,prof feiser amendment definitely worst professor do not NEG_know subject add ramble incomprehensible teach style sum not NEG_teach law
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,"She did not seem knowledgeable in her field, they should find somebody to replace her.",she do not knowledgeable her field somebody replace her,do not knowledgeable field somebody replace,she do not NEG_knowledgeable her field somebody replace her,do not NEG_knowledgeable field somebody replace
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,Cons: Very difficult class with a lot of assignments. Grades extremely hard. Lots of homework. Pros: VERY sweet lady. Will help whenever you ask for it. Will listen to your concerns. Is open. Provides chance to get the CHIA certification (great opportunity for HBM!) Friendly,con very difficult class lot assignment grade extremely hard lot homework pro very sweet lady help ask listen concern open provide chance chia certification great opportunity hbm friendly,con very difficult class lot assignment grade extremely hard lot homework pro very sweet help ask listen concern open provide chance chia certification great opportunity hbm friendly,con very difficult class lot assignment grade extremely hard lot homework pro very sweet lady help ask listen concern open provide chance chia certification great opportunity hbm friendly,con very difficult class lot assignment grade extremely hard lot homework pro very sweet help ask listen concern open provide chance chia certification great opportunity hbm friendly
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,"Christina is very helpful and will almost do the assignment for you if you ask, but if you don\'t ask, you will struggle. She is hard to understand, but if you make note of the things she mentions multiple times, 9 out of 10, it will be on the exam. She is one of the better professors in the hospitality department, but the subject matter is hard.",christina very helpful assignment ask not ask struggle she hard understand make note thing she mention multiple time 9 10 exam she better professor hospitality department subject matter hard,christina very helpful assignment ask not ask struggle hard understand make note thing mention multiple time 9 10 exam better professor hospitality department subject matter hard,christina very helpful assignment ask not NEG_ask struggle she hard understand make note thing she mention multiple time 9 10 exam she better professor hospitality department subject matter hard,christina very helpful assignment ask not NEG_ask struggle hard understand make note thing mention multiple time 9 10 exam better professor hospitality department subject matter hard
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,Very boring class with a terrible teacher. HW every single day.,very bore class terrible teacher hw single day,very bore class terrible teacher hw single day,very bore class terrible teacher hw single day,very bore class terrible teacher hw single day
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,"Difficult to understand. ""franchise"" sounds remarkably like ""french fries"". the class is dry and Chi can be monotone at times. Do NOT waste $$ on the book. The class is based mostly off of powerpoint and a few hw problems come from the book. Stay focused during class and you\'ll do fine.",difficult understand franchise sound remarkably like french fry class dry chi monotone time not waste book class base powerpoint hw problem come book stay focus class fine,difficult understand franchise sound remarkably like french fry class dry chi monotone time not waste book class base powerpoint hw problem come book stay focus class fine,difficult understand franchise sound remarkably like french fry class dry chi monotone time not NEG_waste book class base powerpoint hw problem come book stay focus class fine,difficult understand franchise sound remarkably like french fry class dry chi monotone time not NEG_waste book class base powerpoint hw problem come book stay focus class fine
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,Please do yourself a favor and save yourself from hours of extreme boredom. Very hard to understand and she has very poor listening skills. Material is hard to understand.,favor save hour extreme boredom very hard understand she very poor listen skill material hard understand,favor save hour extreme boredom very hard understand very poor listen skill material hard understand,favor save hour extreme boredom very hard understand she very poor listen skill material hard understand,favor save hour extreme boredom very hard understand very poor listen skill material hard understand
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,"So boring and dry, attendance is required",so bore dry attendance require,so bore dry attendance require,so bore dry attendance require,so bore dry attendance require
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,"Hard to understand sometimes due to Chinese accent, can be monotone and boring at times. Class is based on powerpoints don.t waste money on the book. Otherwise she is a very nice person who will try to get to know you and is willing to help in any way she can. Keep yourself focused in the class and you will do well.",hard understand chinese accent monotone bore time class base powerpoints dont waste money book she very nice person try know will help way she focus class,hard understand chinese accent monotone bore time class base powerpoints dont waste money book very nice person try know will help way focus class,hard understand chinese accent monotone bore time class base powerpoints dont waste money book she very nice person try know will help way she focus class,hard understand chinese accent monotone bore time class base powerpoints dont waste money book very nice person try know will help way focus class
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,"Sometimes difficult understand her accent. Her tests are worded confusingly. In class she just talks and talks about the slides, and it gets hard to focus.",difficult understand her accent her test word confusingly class she just talk talk slide get hard focus,difficult understand accent test word confusingly class just talk talk slide get hard focus,difficult understand her accent her test word confusingly class she just talk talk slide get hard focus,difficult understand accent test word confusingly class just talk talk slide get hard focus
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,Easiest class I\'ve ever taken. Tests straight of powerpoint lecture slides.Study the night before test briefly and you will have no problem getting A\'s. One group project during the semester. Points for attendance. Sometimes her accent makes it hard to understand what she\'s saying,easiest class take test straight powerpoint lecture slidesstudy night test briefly no problem get group project semester point attendance her accent make hard understand she say,easiest class take test straight powerpoint lecture slidesstudy night test briefly no problem get group project semester point attendance accent make hard understand say,easiest class take test straight powerpoint lecture slidesstudy night test briefly no NEG_problem get group project semester point attendance her accent make hard understand she say,easiest class take test straight powerpoint lecture slidesstudy night test briefly no NEG_problem get group project semester point attendance accent make hard understand say
Christina  Chi,female,Hotel & Restaurant Management,Humanities,2.4,poor,Easy class. Tests are straight off of notes. Dont really need to go to class. Just study a little bit and you will be fine.,easy class test straight note dont really need class just study little bite fine,easy class test straight note dont really need class just study little bite fine,easy class test straight note dont really need class just study little bite fine,easy class test straight note dont really need class just study little bite fine
Natasha  Assa,female,History,Humanities,2.0,poor,if you want to lower your average take this class. she gives low grades to almost everyone,want lower average class she give low grade,want lower average class give low grade,want lower average class she give low grade,want lower average class give low grade
Pat  Seitz,female,Business,Humanities,1.5,poor,"Pat is nice, but has no idea what she is ever talking about. Do not take her unless you have to. She does not understand the material.",pat nice no idea she talk not her unless she do not understand material,pat nice no idea talk not unless do not understand material,pat nice no NEG_idea she talk not NEG_her unless she do not NEG_understand material,pat nice no NEG_idea talk not NEG_unless do not NEG_understand material
Lea  Ausch Alteras,female,Education,Humanities,2.3,poor,"She\'s really not as bad as the previous comments. Ausch does come off a bit intimidating but really she\'s a softy. As long as you do your work, you\'ll be fine. Almost everyone in the class got an A on their observation. She comes from a different backround than most prof. being that shes a psych. But this is college so no whining!",she really not bad previous comment ausch do come bite intimidate really she softy long work fine class get observation she come different backround prof shes psych college so no whine,really not bad previous comment ausch do come bite intimidate really softy long work fine class get observation come different backround prof psych college so no whine,she really not NEG_bad previous comment ausch do come bite intimidate really she softy long work fine class get observation she come different backround prof shes psych college so no NEG_whine,really not NEG_bad previous comment ausch do come bite intimidate really softy long work fine class get observation come different backround prof psych college so no NEG_whine
Lea  Ausch Alteras,female,Education,Humanities,2.3,poor,AVOID HER! She is a terrible teacher and is not helpful at all. She is very unclear of what she wants from you and basically leaves you to stress trying to figure it out. She does not follow the grading breakdown given in her syllabus and makes grades up her own way. She also refuses to email you back explaining your grade. STAY AWAY!,avoid her she terrible teacher not helpful she very unclear she want basically leave stress try figure she do not follow grade breakdown give her syllabus make grade her way she refuse email explain grade stay away,avoid terrible teacher not helpful very unclear want basically leave stress try figure do not follow grade breakdown give syllabus make grade way refuse email explain grade stay away,avoid her she terrible teacher not NEG_helpful she very unclear she want basically leave stress try figure she do not NEG_follow grade breakdown give her syllabus make grade her way she refuse email explain grade stay away,avoid terrible teacher not NEG_helpful very unclear want basically leave stress try figure do not NEG_follow grade breakdown give syllabus make grade way refuse email explain grade stay away
Lea  Ausch Alteras,female,Education,Humanities,2.3,poor,"She is tough, but fair I have found in the end.She has very low tolerance for nonsense and b.s. She gives plenty of fair warning however with regards to assignments & pays close attention to attendance.",she tough fair endshe very low tolerance nonsense b she give plenty fair warn regard assignment pay close attention attendance,tough fair endshe very low tolerance nonsense b give plenty fair warn regard assignment pay close attention attendance,she tough fair endshe very low tolerance nonsense b she give plenty fair warn regard assignment pay close attention attendance,tough fair endshe very low tolerance nonsense b give plenty fair warn regard assignment pay close attention attendance
Lea  Ausch Alteras,female,Education,Humanities,2.3,poor,"This lady was dreadful. She was so unclear and did not want to help me at all with my paper topic. I asked her once to approve my lesson plan for field work and she totally did not give me feedback. When I taught the lesson, she was not even paying attention. I cannot believe she is a professor at Hunter College.",lady dreadful she so unclear do not want help paper topic ask her approve lesson plan field work she totally do not feedback teach lesson she not pay attention not believe she professor hunter college,dreadful so unclear do not want help paper topic ask approve lesson plan field work totally do not feedback teach lesson not pay attention not believe professor hunter college,lady dreadful she so unclear do not NEG_want help paper topic ask her approve lesson plan field work she totally do not NEG_feedback teach lesson she not NEG_pay attention not NEG_believe she professor hunter college,dreadful so unclear do not NEG_want help paper topic ask approve lesson plan field work totally do not NEG_feedback teach lesson not NEG_pay attention not NEG_believe professor hunter college
Lea  Ausch Alteras,female,Education,Humanities,2.3,poor,"Very helpful. Email problems seem to be more of a technology issue for her than her unwilling to help - she is the ONLY quest teacher who can do a darn good lecture, stands up 200% for her students, and treats you like you have a brain. You\'ll need a brain to get an A, but if you have one, you\'re just fine.",very helpful email problem technology issue her her unwilling help she quest teacher darn good lecture stand 200 her student treat like brain need brain just fine,very helpful email problem technology issue unwilling help quest teacher darn good lecture stand 200 student treat like brain need brain just fine,very helpful email problem technology issue her her unwilling help she quest teacher darn good lecture stand 200 her student treat like brain need brain just fine,very helpful email problem technology issue unwilling help quest teacher darn good lecture stand 200 student treat like brain need brain just fine
Lea  Ausch Alteras,female,Education,Humanities,2.3,poor,"she is prob the worst i have had for the Quest program. I emailed her a couple of times for my project and she never responded to my emails. I needed help for my field work lesson plan and she did not care to reply my emails. Her assignments are a bit pointless because it is straight from the text book. oh if you did not attend class, u can get A\'s",she prob worst quest program email her couple time project she never respond email need help field work lesson plan she do not care reply email her assignment bite pointless straight text book oh do not attend class u,prob worst quest program email couple time project never respond email need help field work lesson plan do not care reply email assignment bite pointless straight text book oh do not attend class u,she prob worst quest program email her couple time project she never NEG_respond email need help field work lesson plan she do not NEG_care reply email her assignment bite pointless straight text book oh do not NEG_attend class u,prob worst quest program email couple time project never NEG_respond email need help field work lesson plan do not NEG_care reply email assignment bite pointless straight text book oh do not NEG_attend class u
Lea  Ausch Alteras,female,Education,Humanities,2.3,poor,WORST PROFESSOR EVER! She was useless. She did not want to help any of her students. She refused to meet up for office hours. She was also very rude to some of my classmates and graded alot of us unfairly... AVOID!!!,worst professor she useless she do not want help her student she refuse meet office hour she very rude classmate grade alot unfairly avoid,worst professor useless do not want help student refuse meet office hour very rude classmate grade alot unfairly avoid,worst professor she useless she do not NEG_want help her student she refuse meet office hour she very rude classmate grade alot unfairly avoid,worst professor useless do not NEG_want help student refuse meet office hour very rude classmate grade alot unfairly avoid
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"This class basically comes down to a final based upon 20 chapters. The problem is the only review on those chapters is the tests that are given weekly. 14 question quizzes that you can not go back and review. Extremely tough final to pass. Extremely tough grader. Marked 20 points off class discussion and followed it up with a ""good work"" comment",class basically come final base 20 chapter problem review chapter test give weekly 14 question quiz not review extremely tough final pas extremely tough grader mark 20 point class discussion follow good work comment,class basically come final base 20 chapter problem review chapter test give weekly 14 question quiz not review extremely tough final pas extremely tough grader mark 20 point class discussion follow good work comment,class basically come final base 20 chapter problem review chapter test give weekly 14 question quiz not NEG_review extremely tough final pas extremely tough grader mark 20 point class discussion follow good work comment,class basically come final base 20 chapter problem review chapter test give weekly 14 question quiz not NEG_review extremely tough final pas extremely tough grader mark 20 point class discussion follow good work comment
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"Would NOT take any class with this professor again. If youre taking the online class, he makes you take the final on campus still. Extremely difficult with grading. He marked off 30 points for only doing the 15 sentence min. instead of multiple paragraphs. Out of 50 points. Had a 92% and that one grade dropped it to a 64%. DO NOT RECCOMEND.",not class professor youre take online class he make final campus extremely difficult grade he mark 30 point do 15 sentence min instead multiple paragraph 50 point 92 grade drop 64 not reccomend,not class professor youre take online class make final campus extremely difficult grade mark 30 point do 15 sentence min instead multiple paragraph 50 point 92 grade drop 64 not reccomend,not NEG_class professor youre take online class he make final campus extremely difficult grade he mark 30 point do 15 sentence min instead multiple paragraph 50 point 92 grade drop 64 not NEG_reccomend,not NEG_class professor youre take online class make final campus extremely difficult grade mark 30 point do 15 sentence min instead multiple paragraph 50 point 92 grade drop 64 not NEG_reccomend
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"I would recommend taking a different professor. Online course is horrible. Absolutely, no direction, online quizzes are very difficult. You cannot email him and ask questions, otherwise you will docked points. There was supposed to be a online prep for the quizzes. But, that never happened. Prof. takes over a month to grade assignments.",recommend take different professor online course horrible absolutely no direction online quiz very difficult not email him ask question dock point suppose online prep quiz never happen prof take month grade assignment,recommend take different professor online course horrible absolutely no direction online quiz very difficult not email ask question dock point suppose online prep quiz never happen prof take month grade assignment,recommend take different professor online course horrible absolutely no NEG_direction online quiz very difficult not NEG_email him ask question dock point suppose online prep quiz never NEG_happen prof take month grade assignment,recommend take different professor online course horrible absolutely no NEG_direction online quiz very difficult not NEG_email ask question dock point suppose online prep quiz never NEG_happen prof take month grade assignment
Peter  Mastos,male,Psychology,Humanities,2.4,poor,Mastos is a solid psych teacher. His lectures are very fast paced so make sure you read the chapters before going to class or else you will be lost. He is decently entertaining during lecture cracking a funny joke here or there. I would recommend him if you are willing to stay on top of the readings. Also make drafts of the essay questions.,mastos solid psych teacher his lecture very fast pace so make sure read chapter go class lose he decently entertain lecture crack funny joke recommend him will stay reading make draft essay question,mastos solid psych teacher lecture very fast pace so make sure read chapter go class lose decently entertain lecture crack funny joke recommend will stay reading make draft essay question,mastos solid psych teacher his lecture very fast pace so make sure read chapter go class lose he decently entertain lecture crack funny joke recommend him will stay reading make draft essay question,mastos solid psych teacher lecture very fast pace so make sure read chapter go class lose decently entertain lecture crack funny joke recommend will stay reading make draft essay question
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"If you don\'t read, you won\'t pass. He grades extremely hard on the exams, as if it is a 5 unit class. I recommend finding a different teacher. He is always at least 5 minutes late to class, very unorganized. We go through new material the day of exams. Be prepared to get yelled at very day for your test scores. I have to take the class over again.",not read not pas he grade extremely hard exam 5 unit class recommend find different teacher he 5 minute late class very unorganized new material day exam prepare yell very day test score class,not read not pas grade extremely hard exam 5 unit class recommend find different teacher 5 minute late class very unorganized new material day exam prepare yell very day test score class,not NEG_read not NEG_pas he grade extremely hard exam 5 unit class recommend find different teacher he 5 minute late class very unorganized new material day exam prepare yell very day test score class,not NEG_read not NEG_pas grade extremely hard exam 5 unit class recommend find different teacher 5 minute late class very unorganized new material day exam prepare yell very day test score class
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"I took this online course over summer session 2015. I did not do very well because of my own issues. The instructions and expectations were clear. The professor address concerns I had through pm and class message. There were 2 discussions, 18 SQC quizzes and 10 IA quizzes; each quiz 14 qstns, 14 mins. Study & turn in work and you should be fine.",take online course summer session 2015 do not very issue instruction expectation clear professor address concern pm class message 2 discussion 18 sqc quiz 10 ia quiz quiz 14 qstns 14 min study turn work fine,take online course summer session 2015 do not very issue instruction expectation clear professor address concern pm class message 2 discussion 18 sqc quiz 10 ia quiz quiz 14 qstns 14 min study turn work fine,take online course summer session 2015 do not NEG_very issue instruction expectation clear professor address concern pm class message 2 discussion 18 sqc quiz 10 ia quiz quiz 14 qstns 14 min study turn work fine,take online course summer session 2015 do not NEG_very issue instruction expectation clear professor address concern pm class message 2 discussion 18 sqc quiz 10 ia quiz quiz 14 qstns 14 min study turn work fine
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"This class was extremely difficult. I have never taken an online class, or a class in general that has made me hate the materialteacher. You are given a course outline and expected to refer to that for EVERYTHING. The prof comes off as arrogant even through email. I had a totally bad experience, sucks because this class goes with my major.",class extremely difficult never take online class class general hate materialteacher give course outline expect refer prof come arrogant email totally bad experience suck class go major,class extremely difficult never take online class class general hate materialteacher give course outline expect refer prof come arrogant email totally bad experience suck class go major,class extremely difficult never NEG_take online class class general hate materialteacher give course outline expect refer prof come arrogant email totally bad experience suck class go major,class extremely difficult never NEG_take online class class general hate materialteacher give course outline expect refer prof come arrogant email totally bad experience suck class go major
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"He is a tough grader, the toughest professor I have taken. He lectures over all the material. Took him for psych 9 and I am a psych major. He is clear on what you should have read and will go over the reading if you have questions. What makes him hard and why people dont like him is that he tests your ability to apply the material, not memorize it.",he tough grader toughest professor take he lecture material take him psych 9 psych major he clear read read question make him hard people dont like him he test ability apply material not memorize,tough grader toughest professor take lecture material take psych 9 psych major clear read read question make hard people dont like test ability apply material not memorize,he tough grader toughest professor take he lecture material take him psych 9 psych major he clear read read question make him hard people dont like him he test ability apply material not NEG_memorize,tough grader toughest professor take lecture material take psych 9 psych major clear read read question make hard people dont like test ability apply material not NEG_memorize
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"This course is based almost solely on 14 minute quizzes that include randomized information throughout the chapter in 14 questions each quiz (2 per wk). There are accompanied quizzes based on internet websites he provides and some videos, but takes notes carefully, because you need to memorize the important data, you will be quizzed on it later!",course base solely 14 minute quiz include randomize information chapter 14 question quiz 2 wk accompany quiz base internet website he provide video take note carefully need memorize important data quiz later,course base solely 14 minute quiz include randomize information chapter 14 question quiz 2 wk accompany quiz base internet website provide video take note carefully need memorize important data quiz later,course base solely 14 minute quiz include randomize information chapter 14 question quiz 2 wk accompany quiz base internet website he provide video take note carefully need memorize important data quiz later,course base solely 14 minute quiz include randomize information chapter 14 question quiz 2 wk accompany quiz base internet website provide video take note carefully need memorize important data quiz later
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"Professor Matsos is deff not an easy A, hes challenging..but i love that. He makes all of his lectures really interesting. He\'s pretty dope, rides a cute lil\' motorcycle haha just read the chapters, do the study guides & you\'ll be fine :) Also, I recommend you discuss the essay questions with him, he\'ll tell you exactly what he wants :)",professor matsos deff not easy he challengingbut love he make his lecture really interest he pretty dope rid cute lil motorcycle haha just read chapter study guide fine recommend discus essay question him he tell exactly he want,professor matsos deff not easy challengingbut love make lecture really interest pretty dope rid cute lil motorcycle haha just read chapter study guide fine recommend discus essay question tell exactly want,professor matsos deff not NEG_easy he challengingbut love he make his lecture really interest he pretty dope rid cute lil motorcycle haha just read chapter study guide fine recommend discus essay question him he tell exactly he want,professor matsos deff not NEG_easy challengingbut love make lecture really interest pretty dope rid cute lil motorcycle haha just read chapter study guide fine recommend discus essay question tell exactly want
Peter  Mastos,male,Psychology,Humanities,2.4,poor,"I would never recommend taking this class online!! He let\'s you know from the jump that the class is harder online than in the class, but I feel like he goes out of his way to make his online class unneccessarily hard. You can\'t have a lot of classesalong with this one if you choose the online class. Beware!",never recommend take class online he let know jump class harder online class feel like he go his way make his online class unneccessarily hard not lot classesalong choose online class beware,never recommend take class online let know jump class harder online class feel like go way make online class unneccessarily hard not lot classesalong choose online class beware,never NEG_recommend take class online he let know jump class harder online class feel like he go his way make his online class unneccessarily hard not NEG_lot classesalong choose online class beware,never NEG_recommend take class online let know jump class harder online class feel like go way make online class unneccessarily hard not NEG_lot classesalong choose online class beware
Peter  Mastos,male,Psychology,Humanities,2.4,poor,I had the online Psych class with this Prof. He is honest and upfront about how hard his class is and you had better believe it. I blew my 4.0 here and ended with a B. VERY TOUGH. He grades very harshly and its not a class you can just study....you have to learn and understand. He is honest with you and responds to emails in a timely manner.,online psych class prof he honest upfront hard his class better believe blow 40 end b very tough he grade very harshly not class just studyyou learn understand he honest respond email timely manner,online psych class prof honest upfront hard class better believe blow 40 end b very tough grade very harshly not class just studyyou learn understand honest respond email timely manner,online psych class prof he honest upfront hard his class better believe blow 40 end b very tough he grade very harshly not NEG_class just studyyou learn understand he honest respond email timely manner,online psych class prof honest upfront hard class better believe blow 40 end b very tough grade very harshly not NEG_class just studyyou learn understand honest respond email timely manner
